MOST_SEVERE_INJURY,RD_NO,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
0,445728,-1,35,2,2,0,3,7,5,2,0,0,0,0,1,-1,-1,27,0,2522,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,23,6,9,41.91967954,-87.7365493
3,445732,1,30,0,0,0,3,8,2,2,0,0,0,1,-1,-1,-1,-1,-1,222,-1,0,-1,-1,-1,-1,2,1,0,1,0,0,0,0,23,6,9,41.80969002,-87.60239185
0,446069,-1,10,0,0,0,3,2,0,1,0,0,0,0,-1,-1,-1,0,-1,322,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,23,6,9,41.76823143,-87.61708256
0,445724,1,35,0,0,0,2,7,6,-1,0,0,0,1,-1,-1,1,25,-1,2413,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,23,6,9,41.99187759,-87.70051379
0,448101,-1,30,2,2,0,0,8,5,2,0,0,0,0,-1,-1,1,5,0,822,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,23,6,9,41.78610932,-87.70836514
3,445705,1,35,1,2,0,3,9,6,2,0,0,0,1,-1,-1,-1,0,21,623,-1,-1,-1,-1,-1,-1,2,1,0,1,0,0,1,0,23,6,9,41.75089105,-87.62596851
0,446903,-1,25,0,0,0,0,7,12,-1,0,0,0,0,-1,-1,-1,11,16,832,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,23,6,9,41.76272551,-87.68671471
0,445830,-1,30,0,0,0,3,7,2,-1,0,0,0,1,-1,-1,-1,0,0,1932,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,23,6,9,41.92888452,-87.6537767
1,445707,-1,30,1,2,0,3,12,12,3,0,0,0,1,-1,-1,-1,21,-1,111,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,3,0,23,6,9,41.88453096,-87.62460205
0,445715,-1,30,0,0,0,3,11,7,2,0,0,0,0,-1,-1,1,0,0,513,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,6,9,41.69623253,-87.5958062
0,445683,-1,20,0,0,0,3,14,5,2,0,0,0,1,-1,-1,-1,17,-1,2413,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,6,9,41.99573138,-87.6946394
0,448575,-1,35,0,0,0,3,12,5,-1,0,0,0,0,-1,-1,-1,-1,-1,1215,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,6,9,41.8959099,-87.67049751
0,445744,-1,30,-1,-1,-1,3,11,2,4,0,-1,-1,0,1,-1,-1,17,23,1834,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,6,9,41.8916713,-87.62522473
0,445669,1,25,0,0,0,3,14,5,2,0,0,0,0,1,-1,-1,23,16,612,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,6,9,41.75040533,-87.65246314
0,451531,-1,30,1,2,0,3,10,2,2,0,0,0,0,-1,-1,-1,18,0,1915,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,6,9,41.95463038,-87.65224759
0,446443,-1,30,1,2,0,3,14,5,-1,0,0,0,0,1,-1,-1,0,0,1834,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,6,9,41.89243749,-87.62794185
0,445674,1,30,0,0,0,3,14,2,2,0,0,0,1,-1,-1,-1,23,0,711,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,4,0,22,6,9,41.77990486,-87.64185815
0,445672,-1,30,0,0,0,3,12,5,6,0,0,-1,0,-1,-1,-1,22,0,1711,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,6,9,41.99402794,-87.71352801
0,445667,-1,30,1,2,0,3,14,3,-1,0,0,0,0,-1,-1,1,0,-1,2432,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,6,9,41.99821792,-87.66069526
0,446094,-1,20,1,0,0,0,14,5,-1,0,0,0,0,-1,-1,-1,17,11,2234,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,5,0,21,6,9,41.69206066,-87.66321195
2,445619,-1,30,0,0,0,3,9,2,2,0,0,0,1,-1,-1,-1,4,-1,631,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,2,0,21,6,9,41.74924924,-87.60532965
0,445625,-1,30,1,2,0,3,14,1,5,0,0,0,0,1,-1,1,23,21,1231,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,21,6,9,41.87430963,-87.66664088
0,445627,-1,35,1,2,0,3,14,1,2,0,0,0,1,0,-1,-1,17,-1,1733,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,21,6,9,41.94246606,-87.71245581
0,445634,-1,30,1,-1,0,3,12,1,5,0,0,0,1,-1,-1,-1,0,-1,1432,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,21,6,9,41.9251401,-87.67756999
0,445615,-1,25,0,0,0,3,0,12,-1,0,0,0,0,1,-1,-1,0,0,2413,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,5,0,21,6,9,41.99226983,-87.70303939
0,445600,-1,30,0,0,0,3,10,3,4,0,0,0,0,-1,-1,-1,32,0,2223,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,21,6,9,41.71580477,-87.64320825
0,449146,-1,30,1,2,0,0,14,5,0,0,0,0,0,1,-1,-1,0,-1,1424,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,21,6,9,41.90888182,-87.67490269
0,446235,1,25,0,0,0,-1,7,5,2,0,-1,0,0,-1,-1,1,0,0,413,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,21,6,9,41.72615875,-87.5803794
-1,445699,-1,30,0,0,0,3,7,5,2,0,0,0,0,-1,-1,1,25,25,223,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,21,6,9,41.80934916,-87.61281583
0,445609,-1,30,1,2,0,3,10,5,-1,0,0,0,0,1,-1,1,18,-1,123,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,21,6,9,41.86754128,-87.62587332
0,445638,-1,30,0,0,0,3,2,2,4,0,0,0,0,-1,-1,-1,0,0,924,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,20,6,9,41.81604299,-87.66529874
0,449098,-1,30,0,0,0,0,10,7,0,0,0,-1,0,-1,-1,-1,20,20,1632,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,20,6,9,41.95204241,-87.80709474
0,445648,-1,30,0,0,0,3,7,5,2,0,0,0,0,-1,-1,-1,20,-1,213,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,20,6,9,41.82885296,-87.62419843
0,445617,-1,30,0,0,0,3,12,5,2,0,0,0,0,-1,-1,-1,0,0,822,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,20,6,9,41.79334806,-87.72076743
0,445610,-1,30,1,2,0,3,14,6,2,0,0,0,0,1,-1,-1,0,0,1834,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,20,6,9,41.89422885,-87.62538476
0,445583,-1,30,0,0,0,0,7,7,0,0,0,0,0,-1,-1,-1,0,-1,1624,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,20,6,9,41.95346817,-87.75230593
1,445559,-1,30,1,2,0,3,8,2,2,0,0,0,1,-1,-1,1,0,-1,1413,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,1,0,20,6,9,41.92479693,-87.70736773
0,450514,-1,35,-1,-1,-1,0,10,2,2,0,0,-1,0,-1,-1,-1,14,14,2512,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,20,6,9,41.91801573,-87.77566564
0,445629,-1,30,1,2,0,0,14,5,4,0,-1,-1,0,1,-1,-1,0,11,223,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,20,6,9,41.80944385,-87.6047968
0,445537,-1,30,0,0,0,3,10,5,2,0,0,0,0,-1,-1,-1,18,18,1024,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,3,0,20,6,9,41.8445211,-87.71241551
2,445573,-1,30,2,2,0,0,9,8,1,0,0,0,1,-1,-1,1,17,-1,1232,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,1,0,19,6,9,41.87807422,-87.64580835
2,445563,-1,30,1,2,0,3,9,1,5,0,0,0,1,1,-1,1,0,-1,712,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,1,0,19,6,9,41.7870721,-87.64511673
0,445530,-1,40,0,0,0,3,10,3,8,2,0,-1,1,-1,-1,-1,11,-1,1824,-1,-1,-1,1,1,-1,2,0,0,0,0,0,2,0,19,6,9,41.90790787,-87.62549988
2,445534,-1,30,0,0,0,1,10,5,4,0,0,0,1,-1,-1,-1,32,16,1712,-1,-1,-1,-1,-1,-1,5,4,0,0,4,0,2,0,19,6,9,41.97554545,-87.73737479
0,445524,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,1,21,22,2521,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,19,6,9,41.92615852,-87.7465201
0,445523,-1,25,2,2,0,3,0,2,2,0,0,0,1,1,-1,-1,17,0,1214,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,19,6,9,41.8900779,-87.64775609
0,445515,-1,30,0,0,0,3,10,2,-1,0,-1,-1,0,-1,-1,-1,0,0,1913,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,19,6,9,41.96766549,-87.65908835
0,445608,-1,35,1,2,0,0,10,5,2,0,0,0,1,-1,-1,-1,16,-1,114,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,19,6,9,41.88427095,-87.61436123
0,445540,-1,30,1,2,0,0,12,3,3,0,0,0,0,-1,-1,-1,0,-1,114,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,19,6,9,41.88052782,-87.62420947
0,445557,-1,30,1,2,0,3,14,5,-1,0,0,0,0,1,-1,1,0,0,1831,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,19,6,9,41.89012998,-87.63115697
0,445469,-1,30,1,2,0,4,14,5,2,0,0,0,0,-1,-1,-1,11,21,1113,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,19,6,9,41.88614041,-87.7357597
0,446183,-1,30,-1,-1,-1,-1,12,5,-1,0,-1,-1,0,-1,-1,-1,0,0,1213,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,19,6,9,41.89618478,-87.66721325
0,445457,-1,35,0,1,0,4,12,2,1,0,0,0,0,-1,-1,-1,21,21,1412,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,6,0,19,6,9,41.93879207,-87.71261355
0,446706,-1,30,0,0,0,4,11,6,1,0,0,0,0,-1,-1,-1,21,-1,2514,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,19,6,9,41.93354593,-87.76524293
0,445458,-1,30,2,2,0,3,10,5,-1,0,0,0,0,-1,-1,1,18,25,912,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,19,6,9,41.83058313,-87.6680163
0,454908,-1,30,0,0,2,3,7,5,2,0,1,0,1,-1,-1,-1,11,34,1733,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,1,0,18,6,9,41.94444032,-87.70587318
0,445468,-1,30,0,0,0,3,2,5,-1,0,0,0,0,-1,-1,-1,23,-1,2212,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,18,6,9,41.69189209,-87.68169804
1,445437,-1,30,0,0,0,3,14,2,2,0,0,0,1,-1,-1,-1,17,0,711,-1,-1,-1,-1,-1,-1,2,3,0,0,0,3,0,0,18,6,9,41.77990993,-87.64154762
0,445456,-1,30,0,0,0,4,2,0,-1,0,0,0,1,-1,1,-1,25,-1,2534,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,0,18,6,9,41.90858122,-87.73282238
0,445389,-1,30,0,0,0,1,7,5,2,0,0,0,0,-1,-1,1,0,0,421,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,18,6,9,41.75636408,-87.56525638
0,445569,-1,30,0,0,0,1,7,6,-1,0,0,0,0,-1,-1,1,0,-1,413,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,18,6,9,41.72876549,-87.58931821
0,445529,-1,30,1,2,0,1,10,5,2,0,0,0,0,-1,-1,-1,18,11,313,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,18,6,9,41.78499069,-87.61559578
0,445507,-1,30,12,12,0,1,0,2,-1,0,0,0,0,-1,-1,-1,11,-1,1215,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,18,6,9,41.88949583,-87.66939287
0,445448,-1,30,0,0,0,3,10,2,2,0,0,0,0,-1,-1,-1,17,-1,632,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,18,6,9,41.73663687,-87.61286826
0,445423,-1,25,0,0,0,4,7,7,-1,0,0,0,1,-1,-1,-1,-1,-1,1623,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,18,6,9,41.96061955,-87.76490394
0,445612,-1,30,1,2,0,4,12,5,-1,0,0,0,0,-1,-1,-1,21,0,412,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,18,6,9,41.7370457,-87.56873001
2,445409,-1,30,0,0,0,4,10,2,-1,0,0,0,1,-1,-1,-1,18,-1,1634,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,1,0,18,6,9,41.94595429,-87.75706706
0,445383,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,-1,18,0,1623,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,18,6,9,41.96550404,-87.75886321
0,446205,1,30,0,0,0,4,9,2,4,0,0,0,0,-1,-1,-1,13,-1,735,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,18,6,9,41.75972757,-87.66379758
0,445481,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,1,22,-1,1212,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,18,6,9,41.89842707,-87.68676443
0,445477,-1,30,1,2,0,1,14,5,-1,0,0,0,0,1,-1,1,-1,-1,414,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,18,6,9,41.74449383,-87.57600356
0,445443,-1,30,1,2,0,1,12,3,2,0,0,0,0,-1,-1,-1,17,0,921,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,18,6,9,41.81751836,-87.69434315
0,445386,-1,30,0,0,0,1,0,5,-1,0,0,0,0,-1,-1,-1,17,-1,1914,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,18,6,9,41.96217007,-87.65219001
0,445363,-1,35,0,0,0,1,10,5,2,0,0,0,0,-1,-1,-1,18,-1,834,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.74281222,-87.70235268
0,445560,-1,30,0,0,0,1,12,5,2,1,0,-1,0,-1,-1,-1,21,-1,1513,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,17,6,9,41.86737138,-87.76459086
0,445419,-1,30,1,2,0,1,10,2,2,0,0,0,0,1,-1,1,16,-1,1511,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.90190734,-87.77408644
0,455860,-1,30,0,0,0,1,14,2,-1,0,0,0,0,-1,-1,1,23,-1,121,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,17,6,9,41.88328562,-87.64174676
0,445344,-1,25,2,2,0,1,0,5,2,0,0,0,1,1,-1,-1,17,5,1623,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.96987165,-87.75522865
2,445348,-1,35,1,2,0,1,9,6,2,0,0,0,1,1,-1,-1,21,-1,111,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,17,6,9,41.88460545,-87.62633193
0,445334,-1,30,0,0,0,1,5,5,1,0,0,0,0,-1,-1,-1,0,0,524,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.68063898,-87.64191699
0,448858,-1,30,0,0,0,1,7,5,2,0,-1,-1,0,-1,-1,1,22,22,1935,-1,-1,-1,1,2,-1,2,0,0,0,0,0,2,0,17,6,9,41.92729888,-87.6489739
0,468674,-1,30,-1,-1,-1,-1,14,6,2,0,-1,-1,0,1,-1,-1,23,-1,122,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.87802566,-87.63206229
0,445464,-1,30,1,2,0,1,10,5,4,0,0,0,0,-1,-1,-1,0,11,934,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,5,0,17,6,9,41.80122901,-87.66462761
0,445333,-1,30,1,2,0,1,12,6,2,0,0,0,0,-1,-1,-1,22,-1,1232,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.87805622,-87.64730329
0,446542,-1,30,2,2,0,1,14,5,-1,0,0,0,0,1,-1,-1,17,-1,1122,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.87722641,-87.72323068
3,445307,-1,30,-1,-1,0,1,9,5,2,0,0,0,1,-1,-1,-1,0,0,1922,-1,-1,-1,-1,-1,-1,2,1,0,1,0,0,1,0,17,6,9,41.94579789,-87.67276994
0,446020,1,40,0,0,0,1,10,3,8,0,0,0,0,-1,-1,-1,8,11,1834,1,-1,-1,1,1,-1,2,0,0,0,0,0,3,0,17,6,9,41.89539636,-87.61625092
0,445329,-1,30,0,0,0,1,12,6,1,0,0,0,0,-1,-1,1,22,17,1212,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.90132252,-87.68602465
0,449272,-1,25,0,0,0,1,10,2,2,0,0,0,0,-1,-1,-1,18,-1,1831,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.8911505,-87.63126028
0,445447,-1,45,0,0,0,1,10,3,8,0,0,-1,0,-1,-1,-1,18,7,1833,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,17,6,9,41.89691634,-87.61656523
0,445376,-1,30,0,0,0,1,14,5,-1,0,0,0,0,-1,-1,-1,22,-1,1432,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.9203343,-87.67086466
0,445567,-1,30,1,2,0,1,14,5,2,0,0,0,0,-1,-1,1,18,18,2523,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.93183103,-87.72712687
2,445353,-1,25,1,2,0,1,9,5,2,0,0,0,1,1,-1,1,0,0,1823,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,1,0,17,6,9,41.89670455,-87.63428013
0,445426,-1,30,1,2,0,4,12,2,4,0,0,0,0,-1,-1,-1,17,17,1531,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,41.89504904,-87.74595552
0,445330,-1,30,0,0,0,1,7,6,-1,0,0,0,0,-1,-1,1,0,-1,2522,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,17,6,9,41.9212225,-87.75222705
0,445310,-1,25,3,2,0,1,12,6,3,0,0,0,0,-1,-1,-1,17,-1,1651,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,17,6,9,-1,-1
2,445296,-1,35,0,0,0,1,14,5,6,1,0,0,1,1,-1,-1,17,0,1931,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,1,0,17,6,9,41.93669224,-87.68784558
0,445347,-1,15,0,0,0,1,0,7,1,0,0,0,0,-1,1,-1,0,0,2413,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,16,6,9,41.99078621,-87.67976037
0,445343,-1,30,1,2,0,1,12,5,-1,0,0,-1,0,-1,-1,-1,22,22,735,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,5,0,16,6,9,41.76485938,-87.66394018
0,445300,-1,30,1,2,0,1,12,5,2,0,0,0,0,1,-1,-1,0,0,1414,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,16,6,9,41.92553092,-87.70186665
2,445283,-1,30,2,2,0,1,0,5,0,0,0,0,1,1,-1,-1,17,-1,1412,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,2,0,16,6,9,41.93394104,-87.71249184
0,445336,-1,30,0,0,0,1,14,7,2,0,0,0,0,-1,1,-1,20,16,1511,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,16,6,9,41.89472518,-87.76657305
0,445293,-1,30,2,2,0,1,2,2,2,0,0,0,1,-1,-1,1,-1,0,1022,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,16,6,9,41.86449552,-87.7054652
2,445284,-1,30,2,2,0,1,10,6,2,0,0,0,1,-1,-1,1,18,17,1833,-1,-1,-1,-1,-1,-1,3,2,0,0,2,0,2,0,16,6,9,41.8984641,-87.62639792
0,445252,-1,30,1,2,0,1,10,2,2,0,0,0,0,-1,-1,-1,0,-1,2424,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,16,6,9,42.00986653,-87.68206812
2,445313,-1,25,2,2,0,1,8,6,1,0,0,0,1,1,-1,-1,0,11,923,-1,-1,-1,-1,-1,-1,3,2,0,0,1,1,1,0,16,6,9,41.79747427,-87.69131638
0,446174,-1,20,0,0,0,1,12,6,1,0,0,0,0,-1,-1,-1,0,-1,1523,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,16,6,9,41.88553856,-87.75878028
0,445580,1,30,0,0,0,1,7,5,4,0,0,0,0,-1,-1,1,0,-1,1623,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,16,6,9,41.97409445,-87.76614884
0,445257,-1,25,0,0,0,1,12,5,2,0,0,0,0,-1,-1,-1,17,0,2412,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,16,6,9,41.99906695,-87.69983577
0,445316,-1,30,2,2,0,1,14,6,1,0,0,0,1,1,-1,-1,0,0,2521,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,16,6,9,41.92847562,-87.7421452
0,445242,-1,30,0,0,0,1,0,2,4,0,0,0,0,-1,-1,-1,17,17,1533,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,16,6,9,41.87585396,-87.74524628
0,445312,-1,30,0,0,0,1,0,7,-1,0,0,0,0,-1,1,-1,0,0,1811,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,16,6,9,41.92070429,-87.66292326
0,445228,-1,25,0,0,0,1,10,6,-1,0,0,0,0,-1,-1,1,-1,-1,1122,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,16,6,9,41.87990126,-87.72331923
1,445203,-1,0,2,2,0,1,0,2,-1,0,0,0,1,1,-1,-1,0,-1,1234,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,2,0,16,6,9,41.85239382,-87.66857359
-1,445192,-1,30,1,2,0,1,14,5,4,0,0,0,0,-1,-1,1,6,14,131,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,6,9,41.84882189,-87.6238497
0,445255,1,30,0,0,0,1,10,5,2,0,0,0,0,-1,-1,-1,18,-1,1732,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,5,0,16,6,9,41.95007329,-87.72765652
0,446467,1,10,0,0,-1,-1,2,0,-1,0,-1,-1,0,-1,1,1,0,0,523,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,16,6,9,41.67457468,-87.63833752
0,446252,-1,30,0,0,0,1,7,7,-1,0,0,0,0,-1,-1,1,0,-1,2511,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,16,6,9,41.93124786,-87.77610673
0,445462,-1,30,0,0,0,1,7,7,0,0,0,0,0,-1,-1,-1,0,0,613,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,16,6,9,41.7376626,-87.65353731
0,445236,-1,30,1,2,0,1,14,6,2,0,0,0,0,-1,-1,1,0,0,1232,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,16,6,9,41.86712898,-87.64394391
0,445181,-1,30,1,2,0,1,0,5,-1,0,0,0,1,1,-1,-1,0,-1,1123,-1,1,-1,-1,-1,-1,2,0,0,0,0,0,5,0,16,6,9,41.88170584,-87.71091764
0,445167,-1,30,1,2,0,1,10,5,4,0,0,0,1,1,-1,-1,17,16,431,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,16,6,9,41.72260278,-87.56086789
0,445314,-1,30,0,0,0,1,7,5,2,0,0,0,1,-1,-1,-1,7,0,1234,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,1,0,15,6,9,41.85569142,-87.67819218
0,445186,-1,30,1,2,0,1,8,2,2,0,0,0,0,1,-1,-1,17,-1,1921,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,15,6,9,41.93994684,-87.68777854
3,445244,-1,30,2,2,0,1,0,2,-1,0,0,0,1,1,-1,-1,6,-1,833,-1,-1,-1,-1,-1,-1,2,3,0,1,1,1,0,0,15,6,9,41.77155776,-87.7177987
0,445163,-1,30,1,2,0,1,12,6,3,0,0,0,0,-1,-1,-1,21,-1,113,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,15,6,9,41.87827121,-87.62971214
0,445146,-1,30,0,0,0,1,10,5,2,0,0,0,0,-1,-1,-1,16,18,821,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,15,6,9,41.80803452,-87.71928659
0,445225,-1,30,2,2,0,1,2,5,2,0,0,0,1,1,-1,-1,6,-1,423,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,15,6,9,41.72617701,-87.56190051
0,445224,-1,30,1,2,0,1,10,6,-1,0,0,-1,0,-1,-1,-1,21,21,1133,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,15,6,9,41.87459484,-87.71813629
0,448808,-1,0,0,0,-1,-1,0,7,0,0,-1,-1,0,-1,0,-1,0,0,915,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,15,6,9,41.82350359,-87.65066638
0,445401,-1,30,0,0,0,1,7,6,-1,0,0,0,0,-1,-1,-1,0,0,2523,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,15,6,9,41.93644362,-87.72370898
0,445222,-1,30,1,2,0,1,10,5,2,0,0,0,0,-1,-1,0,11,0,123,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,15,6,9,41.87434258,-87.62614177
0,445184,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,-1,-1,822,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,5,0,15,6,9,41.7879702,-87.70354447
