MOST_SEVERE_INJURY,RD_NO,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
0,438886,1,30,0,0,0,1,14,5,-1,0,0,0,1,1,-1,-1,0,0,713,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,9,2,9,41.7796173,-87.66184708
0,438884,-1,30,2,2,0,1,0,12,-1,0,0,0,0,1,-1,-1,0,-1,2514,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,9,2,9,41.9368409,-87.76658482
0,438880,-1,30,2,2,0,1,14,5,4,0,0,0,0,1,-1,-1,23,-1,434,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,9,2,9,41.70648743,-87.55949851
0,438878,-1,30,0,0,0,1,7,2,-1,0,0,0,0,-1,-1,-1,11,-1,1711,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,9,2,9,41.98648395,-87.74606156
0,439593,-1,30,2,2,0,1,14,5,2,0,0,0,0,1,-1,-1,17,16,1432,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,9,2,9,41.92281998,-87.68528197
0,439063,-1,30,0,0,0,1,12,5,2,0,0,0,0,-1,-1,1,21,0,231,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,9,2,9,41.79557997,-87.61939338
0,438970,-1,30,0,0,0,1,0,5,-1,0,0,0,0,-1,-1,-1,17,-1,1421,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,9,2,9,41.91571288,-87.70331011
0,438889,-1,30,2,0,0,1,0,5,2,0,0,-1,0,1,-1,-1,0,0,531,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,9,2,9,41.68900798,-87.6134122
0,438857,-1,30,0,0,0,1,12,3,4,3,0,0,0,-1,-1,-1,21,21,914,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,9,2,9,41.84959538,-87.64068734
2,438871,-1,40,0,0,0,1,10,3,4,0,0,0,1,-1,-1,-1,22,11,114,-1,-1,-1,1,1,-1,2,1,0,0,1,0,1,0,9,2,9,41.88434876,-87.61454978
0,438873,-1,25,0,0,0,1,7,6,-1,0,0,0,0,-1,-1,0,17,22,2535,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,9,2,9,41.9039198,-87.72527081
0,438863,-1,30,0,0,0,1,12,-1,-1,0,0,0,0,-1,-1,-1,17,-1,113,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,9,2,9,41.87687169,-87.62568747
0,440588,-1,30,1,2,0,1,10,3,4,0,0,0,0,-1,-1,-1,-1,0,1231,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,9,2,9,41.8703293,-87.66633934
0,440342,-1,5,0,0,0,1,12,12,-1,0,0,0,0,-1,-1,-1,0,0,1231,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,9,2,9,41.87000184,-87.66913664
0,439313,-1,30,0,0,0,1,10,5,-1,0,-1,-1,0,-1,-1,-1,0,-1,1231,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,9,2,9,41.86932326,-87.6663163
0,438883,-1,30,0,0,0,1,2,7,-1,0,0,0,0,-1,-1,-1,20,20,424,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,9,2,9,41.72837463,-87.54967809
1,438842,-1,20,2,2,0,1,9,6,2,0,0,0,1,1,-1,-1,17,-1,914,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,1,0,8,2,9,41.83980739,-87.64404561
1,438834,-1,20,0,0,0,1,8,6,1,0,0,0,1,-1,-1,-1,0,0,825,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,1,0,8,2,9,41.77884636,-87.68120354
0,438832,-1,20,0,0,0,2,12,2,-1,0,0,0,0,-1,-1,-1,17,-1,225,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.79935872,-87.62567645
0,446193,-1,15,0,3,0,1,2,0,-1,0,-1,-1,0,-1,-1,1,20,-1,2412,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,8,2,9,42.00425023,-87.69966912
0,439040,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,-1,0,-1,1412,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.93740783,-87.70797097
0,438813,-1,30,2,2,0,1,14,2,4,0,0,0,0,1,-1,-1,17,22,2032,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.97188325,-87.66966848
0,438910,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,0,-1,412,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.74429183,-87.57356822
0,438852,-1,20,0,0,0,1,7,5,2,0,0,0,0,-1,-1,1,11,0,2011,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,8,2,9,41.98482384,-87.70036807
0,438841,-1,30,1,2,0,1,12,5,-1,0,0,0,0,-1,-1,-1,22,-1,1513,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,8,2,9,41.88065907,-87.7745274
0,438899,-1,20,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,32,-1,1034,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.84268362,-87.68046876
0,438816,-1,30,1,2,0,1,12,5,6,0,0,0,0,-1,-1,1,0,0,1834,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.88842078,-87.62788797
0,438810,-1,30,0,0,0,1,12,3,2,0,0,4,0,-1,-1,-1,0,0,911,-1,-1,-1,1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.82646837,-87.69456813
1,438811,-1,30,1,2,0,1,10,5,4,0,0,0,1,-1,-1,-1,18,0,2413,-1,-1,-1,-1,-1,-1,3,1,0,0,0,1,2,0,8,2,9,41.99050714,-87.70684767
0,438838,-1,30,0,0,0,1,12,3,4,0,0,0,0,-1,-1,-1,22,-1,114,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.88758441,-87.62440778
0,438837,-1,20,0,0,0,1,2,6,-1,0,0,0,0,-1,0,-1,33,-1,1724,-1,1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,8,2,9,41.95764249,-87.71199668
0,438795,-1,20,0,0,0,1,10,6,-1,0,0,0,0,-1,-1,1,20,-1,2524,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.92520867,-87.7208223
0,439032,-1,30,0,0,0,1,12,2,4,0,0,0,0,-1,-1,-1,21,0,2221,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.73020471,-87.66304669
0,438898,-1,30,2,0,0,1,14,5,2,0,0,0,0,1,-1,-1,0,0,1114,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.88347074,-87.72580882
0,441965,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,-1,-1,922,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.81550779,-87.69089659
0,438982,-1,20,0,0,0,1,7,7,-1,0,0,0,0,-1,-1,1,0,0,531,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,8,2,9,41.68555658,-87.61093065
0,438790,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,-1,7,0,1931,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,8,2,9,41.93768962,-87.68773947
0,438787,-1,30,1,2,0,1,14,2,4,0,0,0,0,-1,-1,1,11,-1,835,-1,-1,-1,1,1,-1,2,0,0,0,0,0,2,0,7,2,9,41.7591586,-87.68324641
0,438793,-1,30,1,2,0,1,14,5,2,0,0,0,0,1,-1,-1,6,0,1231,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,7,2,9,41.86935557,-87.65690024
1,438781,-1,25,1,2,0,1,7,6,1,0,0,0,1,-1,-1,-1,11,13,2422,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,0,0,7,2,9,42.0221234,-87.6671722
0,438780,-1,30,1,2,0,1,10,5,-1,0,0,0,0,-1,-1,-1,0,0,1935,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,7,2,9,41.92554753,-87.64861835
1,438777,-1,30,2,2,0,1,0,12,-1,0,0,0,1,-1,-1,-1,5,-1,2531,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,3,0,7,2,9,41.9112521,-87.77040561
1,438772,-1,30,0,0,0,1,10,5,2,0,0,0,1,-1,-1,-1,0,-1,414,-1,-1,-1,-1,-1,-1,5,1,0,0,0,1,4,0,7,2,9,41.75760304,-87.57596857
0,438766,-1,30,0,0,0,1,7,2,-1,0,0,0,0,-1,-1,-1,21,0,1831,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,7,2,9,41.89034197,-87.63714473
0,438994,-1,30,2,0,0,1,10,5,2,0,0,0,0,1,-1,-1,0,0,2233,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,7,2,9,41.70318582,-87.64286459
0,438783,-1,20,0,0,0,1,12,5,-1,0,0,0,1,-1,-1,-1,17,11,1935,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.9317906,-87.64534928
0,438782,-1,30,0,0,0,1,9,3,3,0,0,-1,0,-1,-1,-1,0,0,935,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.7946444,-87.63140654
0,438778,-1,25,0,0,0,1,12,5,2,0,0,0,0,-1,-1,-1,0,-1,1031,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.83496693,-87.72365052
0,439115,-1,30,1,2,0,1,12,2,2,0,0,0,0,-1,-1,1,0,-1,1912,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.957931,-87.67776763
0,438825,-1,15,0,0,0,1,11,7,1,3,0,0,0,-1,-1,-1,0,0,533,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,7,2,9,41.65297906,-87.61885481
1,438776,-1,35,1,2,0,1,0,3,2,0,0,0,1,1,-1,-1,6,11,332,-1,-1,-1,-1,-1,-1,3,1,0,0,0,1,3,0,7,2,9,41.7732929,-87.58644237
0,438943,-1,30,0,0,-1,-1,10,5,-1,0,-1,-1,0,-1,-1,-1,0,31,2213,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.71401406,-87.66622281
1,438779,-1,30,0,0,0,1,14,5,2,0,0,0,1,1,-1,-1,17,11,2534,-1,-1,-1,-1,-1,-1,2,3,0,0,0,3,1,0,7,2,9,41.90619873,-87.72682762
0,438768,-1,10,0,0,0,1,0,7,0,0,0,0,0,-1,0,-1,11,-1,1723,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.96073136,-87.71327613
1,438760,-1,30,1,2,0,1,0,6,6,0,0,0,1,1,-1,-1,6,17,1834,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,1,0,7,2,9,41.89125557,-87.61223967
0,438765,-1,30,0,0,0,1,10,2,4,0,0,0,1,-1,-1,-1,0,0,2213,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.72106025,-87.66574645
0,440180,-1,30,0,0,0,1,12,6,2,0,0,0,0,1,-1,-1,17,17,121,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.87858156,-87.63857867
0,439827,-1,30,1,2,0,1,10,12,-1,0,0,0,0,1,-1,-1,18,18,433,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,7,2,9,41.69177061,-87.54025425
0,438759,-1,30,2,2,0,1,0,5,-1,0,0,0,0,1,-1,-1,0,-1,1413,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,7,2,9,41.92657456,-87.71201188
0,430835,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,21,-1,622,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.73637238,-87.62576011
0,438754,-1,30,1,2,0,1,2,5,4,0,0,0,0,1,1,-1,0,0,1034,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,0,7,2,9,41.83730693,-87.69447166
0,438762,-1,25,0,0,0,1,10,5,2,0,0,0,1,-1,-1,-1,18,12,2411,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,42.00983485,-87.68236122
0,438822,-1,30,0,0,0,1,10,5,2,0,0,0,0,-1,-1,-1,18,-1,1713,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.97223784,-87.7036795
0,438770,-1,30,1,2,0,1,14,2,4,0,0,0,0,1,-1,-1,11,0,2522,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,7,2,9,41.9170434,-87.74599142
0,438767,-1,20,0,0,0,-1,7,6,-1,0,0,0,1,-1,-1,1,21,-1,1713,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,7,2,9,41.97012068,-87.71259019
0,438753,-1,25,0,0,0,1,0,5,1,0,0,0,1,-1,-1,-1,17,16,1431,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,2,0,7,2,9,41.92378047,-87.69388584
0,439219,-1,5,0,0,0,1,10,7,-1,0,0,0,0,-1,-1,-1,0,0,813,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,6,2,9,41.78573281,-87.73843832
0,439241,-1,25,1,2,0,1,10,5,-1,0,0,0,0,-1,-1,-1,18,0,1614,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,6,2,9,41.97953358,-87.83672883
0,438818,-1,30,2,2,0,1,0,2,2,0,0,0,1,-1,-1,1,-1,5,523,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,6,2,9,41.67252982,-87.63577947
0,439519,-1,25,1,2,0,1,14,6,-1,5,0,-1,0,-1,-1,-1,17,21,1935,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,6,2,9,41.92578311,-87.63594672
0,438955,-1,15,0,0,0,1,12,6,-1,0,0,0,0,-1,-1,-1,0,-1,1651,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,5,2,9,41.97620114,-87.90530913
0,440437,1,30,-1,-1,-1,-1,7,5,-1,0,12,-1,0,1,-1,1,-1,-1,131,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,5,2,9,41.86400154,-87.62422573
0,438737,-1,30,1,2,0,3,10,2,4,0,0,0,0,-1,-1,-1,22,-1,1013,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,5,2,9,41.85149703,-87.71993171
3,438733,-1,35,1,-1,0,0,0,3,4,0,0,0,1,1,-1,-1,0,0,2533,-1,-1,-1,-1,-1,-1,2,1,0,1,0,0,1,0,4,2,9,41.909672,-87.7462613
0,438740,-1,30,1,2,0,0,14,2,2,0,0,0,0,1,-1,-1,0,0,1031,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,4,2,9,41.83675052,-87.73421763
0,438924,-1,30,0,0,0,0,7,5,-1,0,0,0,0,-1,-1,-1,0,0,1732,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,4,2,9,41.93930752,-87.7187354
3,438720,-1,30,1,2,0,3,14,5,2,0,0,0,1,1,-1,-1,0,0,1034,-1,-1,-1,-1,-1,-1,2,1,0,1,0,0,1,0,4,2,9,41.85197461,-87.68172158
0,438715,-1,30,2,2,0,3,0,5,2,0,0,-1,0,-1,-1,1,5,17,1233,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,4,2,9,41.8648905,-87.67634267
0,438836,-1,30,1,2,0,1,10,2,-1,0,0,0,0,-1,-1,-1,0,-1,122,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,4,2,9,41.88566933,-87.63712429
2,438708,-1,30,0,0,0,0,7,5,-1,0,0,0,1,-1,-1,-1,16,-1,2522,-1,-1,-1,-1,-1,-1,3,1,0,0,1,0,0,0,4,2,9,41.92059817,-87.73621739
0,440182,-1,20,0,0,0,3,11,7,2,0,0,0,0,-1,1,-1,0,-1,1513,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,3,2,9,41.88035338,-87.76502977
0,438684,-1,30,0,0,0,3,7,12,1,3,0,0,1,-1,1,-1,32,0,1434,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,2,2,9,41.91710363,-87.68724877
3,438687,-1,30,1,2,0,3,5,5,-1,0,12,12,1,1,-1,-1,8,8,2534,-1,-1,-1,-1,-1,-1,1,4,0,2,2,0,1,0,2,2,9,41.90999558,-87.72639469
0,438679,-1,30,0,0,0,3,7,6,1,0,0,0,1,-1,-1,1,0,0,1623,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,1,0,2,2,9,41.96718264,-87.75782548
0,438657,-1,30,0,0,0,3,12,3,-1,0,0,0,0,-1,-1,1,21,16,222,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,1,2,9,41.8105925,-87.58937111
0,438648,-1,30,1,2,0,3,10,5,4,0,0,0,1,1,-1,-1,18,-1,1723,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,0,2,9,41.95721158,-87.72757359
0,438647,-1,15,0,0,0,3,7,6,1,0,0,0,0,-1,-1,-1,7,2,2211,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,1,0,0,2,9,41.69257992,-87.69979217
2,438634,-1,30,0,0,0,3,7,5,-1,0,0,0,1,-1,-1,-1,0,0,731,-1,-1,-1,-1,-1,-1,4,2,0,0,2,0,3,0,0,2,9,41.76404422,-87.6295912
0,443069,1,30,0,0,0,3,7,6,1,0,0,0,0,-1,-1,1,0,0,1034,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,0,2,9,41.85003263,-87.69068787
0,441075,-1,40,1,2,0,3,10,5,2,0,0,0,0,1,-1,-1,16,0,613,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,0,2,9,41.74312405,-87.65368441
0,438614,-1,15,0,0,0,3,7,7,-1,0,0,0,0,-1,1,1,20,-1,913,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,0,2,9,41.83995991,-87.66118067
0,438606,-1,30,0,0,0,3,7,2,4,0,0,0,0,-1,-1,-1,28,-1,523,-1,-1,-1,0,-1,-1,2,0,0,0,0,0,1,0,0,2,9,41.6703378,-87.64151184
-1,439962,1,25,0,0,0,3,7,6,1,0,0,0,0,-1,-1,1,0,0,922,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,2,9,41.80944658,-87.68526277
0,438627,-1,15,0,0,0,3,7,5,1,0,0,0,1,-1,-1,1,0,0,1931,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,1,0,23,1,9,41.92863244,-87.67092837
0,438598,-1,20,0,0,0,3,7,6,1,0,0,0,0,-1,-1,1,-1,-1,1624,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,23,1,9,41.95947137,-87.76639896
1,438594,-1,35,0,0,0,3,10,3,-1,0,0,0,1,-1,-1,-1,18,-1,1723,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,2,0,23,1,9,41.95377885,-87.726162
0,438579,-1,30,0,0,0,3,12,5,-1,0,0,0,1,-1,-1,1,22,14,1132,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,23,1,9,41.87152542,-87.72551534
0,438624,-1,30,0,0,0,3,2,5,-1,0,0,0,1,-1,-1,-1,0,0,1413,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,3,0,23,1,9,41.9173889,-87.71205145
0,438577,-1,30,1,2,0,0,0,2,2,0,0,0,1,1,-1,-1,6,14,431,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,23,1,9,41.70827661,-87.55972622
0,438568,-1,30,0,0,0,3,0,2,4,0,0,0,1,1,-1,1,16,0,1531,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,4,0,23,1,9,41.89506006,-87.75451922
0,445176,-1,30,0,0,0,0,14,2,4,0,-1,-1,0,-1,-1,-1,23,22,1912,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,1,9,41.96315562,-87.66914947
0,438549,-1,25,0,0,0,3,12,3,3,0,0,0,0,-1,-1,1,14,14,1833,-1,-1,-1,1,2,-1,2,0,0,0,0,0,4,0,22,1,9,41.89934269,-87.61855334
0,438559,-1,30,0,0,0,3,7,5,2,0,0,0,0,-1,-1,1,0,-1,1924,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,22,1,9,41.94012525,-87.66368385
0,438584,-1,25,0,0,0,3,7,6,-1,0,0,0,0,-1,-1,1,0,0,2523,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,1,0,22,1,9,41.93462002,-87.72855343
0,438553,1,30,1,2,0,0,10,-1,2,0,0,0,0,-1,-1,-1,18,-1,1023,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,3,0,22,1,9,41.85201006,-87.69563002
0,439449,-1,15,0,0,-1,1,7,6,1,0,0,0,1,-1,-1,1,0,-1,1524,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,22,1,9,41.8930601,-87.76212965
0,439320,-1,30,0,0,0,0,7,0,-1,0,0,0,0,-1,-1,1,-1,-1,1122,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,22,1,9,41.88852714,-87.71992238
0,438938,-1,30,-1,-1,-1,-1,10,2,2,0,-1,-1,1,-1,-1,-1,11,-1,1712,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,22,1,9,41.98272241,-87.72849541
0,438547,-1,25,0,0,0,3,7,6,1,0,0,0,0,-1,-1,1,0,0,2512,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,1,0,22,1,9,41.91879716,-87.77812901
0,438529,1,30,0,0,0,3,7,5,-1,0,0,0,1,-1,-1,1,0,0,912,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,1,0,22,1,9,41.82745365,-87.68266775
0,438497,-1,35,1,2,0,3,10,2,4,0,0,0,1,1,-1,1,0,0,1722,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,21,1,9,41.96080589,-87.747396
0,438473,-1,15,0,0,0,3,7,7,-1,0,0,0,0,-1,-1,-1,20,-1,432,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,21,1,9,41.6991936,-87.53513476
0,438482,-1,35,1,2,0,3,14,3,4,0,0,-1,0,1,-1,-1,18,0,2432,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,21,1,9,41.99827176,-87.66070278
0,439570,-1,0,2,2,0,1,10,12,0,0,0,12,0,1,-1,-1,25,0,324,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,21,1,9,41.76054115,-87.58633028
2,438474,-1,15,1,2,0,1,8,5,2,0,0,0,1,1,-1,-1,-1,-1,1914,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,1,0,21,1,9,41.96903922,-87.65054689
0,384485,-1,10,0,0,0,3,7,7,-1,0,0,0,0,-1,-1,1,20,0,1612,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,21,1,9,41.99791306,-87.8085836
0,438460,-1,30,1,-1,0,0,2,5,2,0,0,0,1,1,-1,-1,13,-1,622,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,21,1,9,-1,-1
0,439324,-1,30,2,2,0,3,0,5,-1,0,0,0,0,1,-1,1,5,0,613,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,21,1,9,41.74676554,-87.65378557
0,439037,1,30,0,0,0,3,7,6,-1,0,0,0,0,-1,-1,1,0,-1,1413,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,21,1,9,41.92404587,-87.71551027
2,438462,-1,30,1,2,0,0,10,1,5,0,0,0,1,-1,-1,1,0,-1,711,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,3,0,21,1,9,41.78705508,-87.63780717
0,439010,-1,30,0,0,0,3,7,5,-1,0,0,0,0,-1,-1,1,25,-1,214,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,20,1,9,41.8181946,-87.61153062
0,438446,-1,30,1,2,0,4,14,5,-1,0,0,0,1,1,-1,-1,17,0,911,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,20,1,9,41.82577516,-87.68493705
0,440235,-1,30,1,2,0,1,10,2,-1,0,0,0,0,-1,-1,-1,0,0,2535,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,3,0,20,1,9,41.91007656,-87.71898785
0,438453,-1,30,1,2,0,3,0,2,-1,0,0,0,0,-1,-1,-1,0,-1,1214,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,20,1,9,41.89120272,-87.65621022
0,438444,-1,30,2,0,0,3,0,5,2,2,0,-1,0,-1,-1,1,5,0,1633,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,20,1,9,41.93959543,-87.76673171
0,438439,-1,15,0,0,0,3,7,6,1,0,0,0,0,-1,-1,-1,28,0,1935,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,20,1,9,41.92945783,-87.64324515
0,438418,-1,30,0,0,0,0,10,2,2,0,0,0,0,-1,-1,1,-1,0,432,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,0,20,1,9,41.71387606,-87.53542261
0,438440,-1,40,0,0,0,3,2,3,8,2,0,0,1,-1,-1,-1,11,-1,132,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,3,0,20,1,9,41.85784909,-87.61684088
0,438442,-1,30,1,2,0,0,12,5,-1,0,0,0,0,0,-1,1,21,-1,1024,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,0,20,1,9,41.84462686,-87.70510267
0,438402,-1,30,0,0,0,3,14,2,-1,0,0,0,0,-1,-1,-1,23,-1,1234,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,6,0,20,1,9,41.85240554,-87.66783999
2,438417,-1,30,1,2,0,3,14,5,2,0,0,0,1,1,-1,1,14,6,124,-1,-1,-1,-1,-1,-1,2,3,0,0,3,0,3,0,20,1,9,41.86270427,-87.63924797
0,438400,-1,30,0,0,0,3,7,6,1,0,0,0,1,-1,-1,-1,0,-1,1633,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,20,1,9,41.95049498,-87.77068996
0,444484,-1,15,0,0,-1,-1,7,6,1,0,-1,0,0,-1,-1,1,0,0,2433,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,20,1,9,41.99273152,-87.67287715
