MOST_SEVERE_INJURY,PERSON_TYPE,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,SEX,AGE,BAC_RESULT VALUE
2,0,-1,10,0,0,-1,-1,14,7,-1,0,-1,-1,1,-1,-1,-1,0,0,0,52,-1
2,0,-1,10,0,0,-1,-1,14,7,-1,0,-1,-1,1,-1,-1,-1,0,0,0,25,-1
0,0,-1,30,0,0,0,1,7,5,1,0,0,0,0,-1,-1,-1,16,16,2,-1,-1
0,0,1,30,1,2,0,1,12,1,-1,0,0,0,0,-1,-1,1,22,-1,1,-1,-1
0,0,1,30,1,2,0,1,12,1,-1,0,0,0,0,-1,-1,1,22,-1,1,30,-1
0,0,1,30,1,2,0,1,12,1,-1,0,0,0,0,-1,-1,1,22,-1,0,44,-1
0,1,1,30,1,2,0,1,12,1,-1,0,0,0,0,-1,-1,1,22,-1,0,-1,-1
0,1,1,30,1,2,0,1,12,1,-1,0,0,0,0,-1,-1,1,22,-1,1,-1,-1
0,1,1,30,1,2,0,1,12,1,-1,0,0,0,0,-1,-1,1,22,-1,0,-1,-1
2,0,-1,30,2,2,0,1,9,5,-1,0,0,0,1,-1,-1,-1,5,-1,0,71,-1
2,5,-1,30,2,2,0,1,9,5,-1,0,0,0,1,-1,-1,-1,5,-1,0,12,-1
1,0,-1,30,0,0,0,1,2,2,2,0,0,0,1,-1,-1,-1,14,-1,1,57,-1
0,0,-1,30,2,2,0,1,0,5,-1,0,0,0,0,-1,-1,-1,17,17,1,37,-1
0,0,-1,30,2,2,0,1,0,5,-1,0,0,0,0,-1,-1,-1,17,17,0,48,-1
0,1,-1,30,2,2,0,1,0,5,-1,0,0,0,0,-1,-1,-1,17,17,-1,-1,-1
0,1,-1,30,2,2,0,1,0,5,-1,0,0,0,0,-1,-1,-1,17,17,0,48,-1
0,0,-1,30,0,0,0,1,14,5,4,0,0,0,1,-1,-1,-1,33,0,1,46,-1
0,0,-1,30,0,0,0,1,14,5,4,0,0,0,1,-1,-1,-1,33,0,1,28,-1
1,0,-1,30,1,2,0,1,10,5,2,0,0,0,1,1,-1,-1,0,0,0,36,-1
1,0,-1,30,1,2,0,1,10,5,2,0,0,0,1,1,-1,-1,0,0,1,42,-1
1,1,-1,30,1,2,0,1,10,5,2,0,0,0,1,1,-1,-1,0,0,1,33,-1
0,0,-1,0,1,2,0,1,10,3,-1,0,0,0,0,-1,-1,-1,18,-1,0,-1,-1
0,0,-1,0,1,2,0,1,10,3,-1,0,0,0,0,-1,-1,-1,18,-1,1,42,-1
0,0,-1,35,1,2,0,3,14,3,-1,0,0,0,0,-1,-1,-1,21,-1,0,63,-1
0,0,-1,35,1,2,0,3,14,3,-1,0,0,0,0,-1,-1,-1,21,-1,0,25,-1
0,1,-1,35,1,2,0,3,14,3,-1,0,0,0,0,-1,-1,-1,21,-1,0,-1,-1
0,1,-1,35,1,2,0,3,14,3,-1,0,0,0,0,-1,-1,-1,21,-1,1,-1,-1
0,1,-1,35,1,2,0,3,14,3,-1,0,0,0,0,-1,-1,-1,21,-1,1,-1,-1
0,0,-1,10,-1,-1,0,1,0,7,-1,0,0,-1,0,-1,-1,-1,20,0,1,24,-1
0,0,-1,10,-1,-1,0,1,0,7,-1,0,0,-1,0,-1,-1,-1,20,0,1,44,-1
0,0,-1,30,1,2,0,1,7,6,3,0,0,-1,0,-1,-1,-1,20,11,0,-1,-1
0,0,-1,30,0,0,0,1,7,5,-1,0,0,0,0,-1,-1,1,0,-1,2,-1,-1
0,0,-1,30,0,0,0,1,7,2,2,0,0,0,0,-1,-1,-1,0,0,2,-1,-1
0,0,-1,30,1,2,0,1,12,2,-1,0,0,0,0,1,-1,-1,22,18,0,26,-1
0,0,-1,30,1,2,0,1,12,2,-1,0,0,0,0,1,-1,-1,22,18,0,39,-1
0,1,-1,30,1,2,0,1,12,2,-1,0,0,0,0,1,-1,-1,22,18,1,43,-1
0,0,-1,15,0,0,0,1,7,7,0,0,0,0,0,-1,1,-1,27,11,1,95,-1
0,1,-1,15,0,0,0,1,7,7,0,0,0,0,0,-1,1,-1,27,11,1,25,-1
0,0,-1,30,0,0,2,3,7,5,-1,0,1,0,0,-1,-1,1,0,-1,2,-1,-1
0,0,-1,30,2,2,0,1,0,12,-1,0,0,0,0,1,-1,-1,32,32,0,33,-1
0,0,-1,30,2,2,0,1,0,12,-1,0,0,0,0,1,-1,-1,32,32,0,37,-1
0,1,-1,30,2,2,0,1,0,12,-1,0,0,0,0,1,-1,-1,32,32,1,-1,-1
0,1,-1,30,2,2,0,1,0,12,-1,0,0,0,0,1,-1,-1,32,32,0,-1,-1
0,0,-1,30,2,2,0,1,0,5,2,0,1,0,0,-1,-1,-1,17,33,1,35,-1
0,0,-1,30,2,2,0,1,0,5,2,0,1,0,0,-1,-1,-1,17,33,0,38,-1
0,0,-1,30,2,0,0,3,12,8,1,1,0,0,0,-1,-1,1,21,0,2,-1,-1
0,0,-1,30,2,0,0,3,12,8,1,1,0,0,0,-1,-1,1,21,0,0,66,-1
2,0,-1,30,1,2,0,3,5,5,4,0,0,0,1,-1,-1,-1,0,-1,0,43,-1
0,0,-1,30,0,-1,0,3,7,5,2,0,0,0,0,-1,-1,1,0,0,2,-1,-1
0,0,-1,35,1,2,0,3,10,3,4,0,0,-1,0,-1,-1,-1,18,0,1,24,-1
0,0,-1,35,1,2,0,3,10,3,4,0,0,-1,0,-1,-1,-1,18,0,0,28,-1
0,1,-1,35,1,2,0,3,10,3,4,0,0,-1,0,-1,-1,-1,18,0,1,22,-1
0,0,-1,30,1,2,2,3,10,5,2,0,1,-1,1,-1,-1,-1,16,18,0,55,-1
0,0,-1,30,1,2,2,3,10,5,2,0,1,-1,1,-1,-1,-1,16,18,0,20,-1
0,0,-1,30,0,0,2,3,2,6,1,0,1,0,1,-1,1,-1,0,0,0,52,-1
0,1,-1,30,0,0,2,3,2,6,1,0,1,0,1,-1,1,-1,0,0,0,-1,-1
0,0,-1,30,1,-1,2,3,10,5,2,0,1,-1,0,-1,-1,-1,0,-1,0,26,-1
0,0,-1,30,1,-1,2,3,10,5,2,0,1,-1,0,-1,-1,-1,0,-1,1,20,-1
0,1,-1,30,1,-1,2,3,10,5,2,0,1,-1,0,-1,-1,-1,0,-1,1,23,-1
0,1,-1,30,1,-1,2,3,10,5,2,0,1,-1,0,-1,-1,-1,0,-1,1,25,-1
0,1,-1,30,1,-1,2,3,10,5,2,0,1,-1,0,-1,-1,-1,0,-1,1,25,-1
0,1,-1,30,1,-1,2,3,10,5,2,0,1,-1,0,-1,-1,-1,0,-1,1,23,-1
0,1,-1,30,1,-1,2,3,10,5,2,0,1,-1,0,-1,-1,-1,0,-1,1,20,-1
0,0,1,40,0,-1,2,3,2,3,4,0,1,-1,1,-1,-1,1,0,-1,2,-1,-1
1,4,-1,30,1,2,2,3,8,2,4,0,1,0,1,1,-1,-1,17,0,0,29,-1
1,0,-1,30,1,2,2,3,8,2,4,0,1,0,1,1,-1,-1,17,0,0,52,-1
0,0,-1,30,1,2,2,3,10,2,4,0,1,-1,0,-1,-1,-1,18,-1,0,40,-1
0,0,-1,30,1,2,2,3,10,2,4,0,1,-1,0,-1,-1,-1,18,-1,0,21,-1
0,0,-1,30,1,2,2,3,7,5,2,0,1,0,1,1,-1,1,0,0,2,-1,-1
2,0,-1,30,1,2,2,3,0,2,2,0,1,-1,1,1,-1,1,0,0,0,-1,-1
2,0,-1,30,1,2,2,3,0,2,2,0,1,-1,1,1,-1,1,0,0,0,38,-1
2,1,-1,30,1,2,2,3,0,2,2,0,1,-1,1,1,-1,1,0,0,1,27,-1
0,0,-1,30,1,-1,-1,3,10,5,-1,0,-1,-1,0,-1,-1,1,18,-1,2,-1,-1
0,0,-1,30,1,-1,-1,3,10,5,-1,0,-1,-1,0,-1,-1,1,18,-1,1,23,-1
0,1,-1,30,1,-1,-1,3,10,5,-1,0,-1,-1,0,-1,-1,1,18,-1,0,-1,-1
0,0,-1,30,0,0,2,3,2,3,-1,0,1,0,1,-1,1,-1,0,0,0,34,-1
0,3,-1,30,0,0,2,3,2,3,-1,0,1,0,1,-1,1,-1,0,0,-1,-1,-1
0,0,-1,10,0,0,2,3,2,7,0,0,1,0,0,-1,1,-1,-1,-1,1,85,-1
0,0,-1,35,1,2,2,3,10,5,2,0,1,0,0,0,-1,-1,32,16,1,21,0.17
0,0,-1,35,1,2,2,3,10,5,2,0,1,0,0,0,-1,-1,32,16,0,20,-1
0,0,-1,20,0,0,2,1,7,7,-1,0,0,0,0,-1,-1,1,-1,-1,2,-1,-1
0,0,-1,30,1,2,2,1,14,5,4,0,1,0,0,1,-1,-1,6,25,0,29,-1
0,0,-1,30,1,2,2,1,14,5,4,0,1,0,0,1,-1,-1,6,25,1,37,-1
0,1,-1,30,1,2,2,1,14,5,4,0,1,0,0,1,-1,-1,6,25,1,20,-1
0,0,-1,25,0,0,2,1,10,3,8,3,1,0,0,-1,-1,-1,16,-1,0,36,-1
0,0,-1,25,0,0,2,1,10,3,8,3,1,0,0,-1,-1,-1,16,-1,0,32,-1
0,0,-1,30,2,2,2,1,12,2,-1,0,1,0,0,1,-1,-1,22,22,1,55,-1
0,0,-1,30,2,2,2,1,12,2,-1,0,1,0,0,1,-1,-1,22,22,1,25,-1
0,0,-1,30,1,2,2,1,14,3,-1,0,1,0,0,-1,-1,-1,23,0,0,41,-1
0,0,-1,30,1,2,2,1,14,3,-1,0,1,0,0,-1,-1,-1,23,0,1,22,-1
0,0,1,25,0,0,-1,-1,2,5,1,0,-1,0,1,-1,1,1,0,0,2,-1,-1
0,0,-1,30,0,0,2,1,2,5,2,0,1,0,1,-1,-1,-1,7,9,1,26,-1
0,0,-1,30,0,0,0,1,7,12,1,0,0,0,0,-1,-1,1,0,0,0,-1,-1
2,5,-1,30,1,2,2,3,9,5,0,0,1,0,1,1,-1,-1,6,34,1,52,-1
2,0,-1,30,1,2,2,3,9,5,0,0,1,0,1,1,-1,-1,6,34,1,22,-1
0,0,-1,30,0,0,2,1,7,2,-1,2,1,0,1,-1,-1,-1,21,0,0,32,-1
0,0,-1,30,0,0,2,1,10,3,2,0,1,0,1,-1,-1,-1,18,-1,0,34,-1
0,0,-1,30,0,0,2,1,10,3,2,0,1,0,1,-1,-1,-1,18,-1,1,33,-1
0,0,-1,30,0,0,2,1,10,5,4,0,1,0,0,-1,-1,-1,0,0,0,21,-1
0,0,-1,30,0,0,2,1,10,5,4,0,1,0,0,-1,-1,-1,0,0,0,54,-1
0,0,-1,30,1,2,2,1,10,5,2,0,1,0,0,-1,-1,-1,18,34,1,34,-1
0,0,-1,30,1,2,2,1,10,5,2,0,1,0,0,-1,-1,-1,18,34,0,29,-1
0,0,-1,30,0,0,2,1,12,2,4,0,1,0,0,-1,-1,-1,0,0,0,56,-1
0,0,-1,30,0,0,2,1,12,2,4,0,1,0,0,-1,-1,-1,0,0,0,59,-1
0,0,-1,30,1,2,2,1,14,5,2,0,1,-1,0,1,-1,-1,34,-1,0,27,-1
0,0,-1,30,1,2,2,1,14,5,2,0,1,-1,0,1,-1,-1,34,-1,0,57,-1
0,0,-1,30,0,0,2,1,10,2,2,0,1,12,0,-1,-1,-1,18,-1,0,22,-1
0,0,-1,30,0,0,2,1,10,2,2,0,1,12,0,-1,-1,-1,18,-1,1,49,-1
1,0,-1,30,1,2,2,-1,9,2,2,0,1,0,1,1,-1,-1,0,0,0,38,-1
1,5,-1,30,1,2,2,-1,9,2,2,0,1,0,1,1,-1,-1,0,0,1,22,-1
2,0,-1,30,1,2,2,1,8,5,2,0,1,0,1,1,-1,1,17,22,0,-1,-1
2,4,-1,30,1,2,2,1,8,5,2,0,1,0,1,1,-1,1,17,22,1,41,-1
3,0,-1,30,1,2,0,1,9,6,-1,0,1,0,1,-1,-1,-1,0,0,0,85,-1
3,5,-1,30,1,2,0,1,9,6,-1,0,1,0,1,-1,-1,-1,0,0,1,45,-1
0,0,-1,30,1,2,2,1,10,5,4,0,1,0,0,-1,-1,-1,18,16,0,29,-1
0,0,-1,30,1,2,2,1,10,5,4,0,1,0,0,-1,-1,-1,18,16,1,41,-1
3,0,-1,30,1,2,2,1,9,5,-1,0,1,0,1,1,-1,1,0,0,1,-1,-1
3,5,-1,30,1,2,2,1,9,5,-1,0,1,0,1,1,-1,1,0,0,1,-1,-1
0,0,-1,20,0,0,2,2,7,5,-1,0,-1,-1,0,-1,-1,1,-1,-1,1,-1,-1
0,0,-1,30,0,0,2,1,2,5,2,0,1,0,0,-1,-1,-1,34,34,0,43,-1
0,0,-1,30,1,2,2,1,10,5,2,0,1,-1,0,-1,-1,1,18,34,0,-1,-1
0,0,-1,30,1,2,2,1,10,5,2,0,1,-1,0,-1,-1,1,18,34,1,27,-1
0,0,-1,30,2,2,2,1,0,5,4,0,1,0,1,1,-1,-1,17,34,0,33,-1
0,0,-1,30,2,2,2,1,0,5,4,0,1,0,1,1,-1,-1,17,34,0,33,-1
0,1,-1,30,2,2,2,1,0,5,4,0,1,0,1,1,-1,-1,17,34,0,22,-1
0,1,-1,30,2,2,2,1,0,5,4,0,1,0,1,1,-1,-1,17,34,-1,-1,-1
1,0,-1,30,2,2,2,1,14,5,-1,0,1,0,1,1,-1,-1,21,-1,1,31,-1
1,0,-1,30,2,2,2,1,14,5,-1,0,1,0,1,1,-1,-1,21,-1,0,47,-1
0,0,-1,25,0,0,2,1,12,2,4,0,1,0,0,-1,-1,1,0,-1,2,-1,-1
0,0,-1,25,0,0,2,1,12,2,4,0,1,0,0,-1,-1,1,0,-1,1,32,-1
0,0,-1,30,2,2,2,1,0,2,-1,0,1,0,0,-1,-1,-1,17,0,0,58,-1
0,0,-1,30,2,2,2,1,0,2,-1,0,1,0,0,-1,-1,-1,17,0,1,30,-1
0,1,-1,30,2,2,2,1,0,2,-1,0,1,0,0,-1,-1,-1,17,0,1,-1,-1
0,0,-1,30,1,2,2,1,0,5,2,0,1,0,1,1,-1,-1,7,7,0,30,-1
0,0,-1,30,1,2,2,1,0,5,2,0,1,0,1,1,-1,-1,7,7,1,31,-1
0,0,-1,30,0,0,2,1,11,5,2,0,1,0,0,1,-1,-1,21,-1,0,30,-1
0,0,-1,30,0,0,2,1,11,5,2,0,1,0,0,1,-1,-1,21,-1,0,28,-1
0,0,-1,30,2,2,2,1,0,2,-1,0,1,0,0,1,-1,-1,0,0,1,31,-1
0,0,-1,30,2,2,2,1,0,2,-1,0,1,0,0,1,-1,-1,0,0,1,55,-1
0,0,-1,30,0,0,2,1,10,5,2,0,1,0,0,-1,-1,1,18,18,2,-1,-1
0,0,-1,30,0,0,2,1,10,5,2,0,1,0,0,-1,-1,1,18,18,1,27,-1
1,0,1,30,2,2,2,0,0,5,1,0,1,-1,1,1,-1,-1,0,34,0,54,-1
1,0,1,30,2,2,2,0,0,5,1,0,1,-1,1,1,-1,-1,0,34,1,65,-1
1,1,1,30,2,2,2,0,0,5,1,0,1,-1,1,1,-1,-1,0,34,0,22,-1
0,0,-1,30,0,0,2,1,12,2,-1,0,1,0,0,-1,-1,1,22,-1,0,-1,-1
0,0,-1,30,0,0,2,1,12,2,-1,0,1,0,0,-1,-1,1,22,-1,1,54,-1
0,0,-1,30,0,0,2,1,12,6,3,0,1,0,0,-1,-1,-1,18,18,1,29,-1
0,0,-1,30,0,0,2,1,12,6,3,0,1,0,0,-1,-1,-1,18,18,0,28,-1
0,0,-1,35,1,2,2,1,10,6,6,0,1,0,0,1,-1,-1,34,8,1,55,-1
0,0,-1,35,1,2,2,1,10,6,6,0,1,0,0,1,-1,-1,34,8,0,54,-1
1,0,-1,0,0,0,2,1,10,2,-1,0,1,0,1,-1,-1,1,0,34,0,-1,-1
1,0,-1,0,0,0,2,1,10,2,-1,0,1,0,1,-1,-1,1,0,34,1,44,-1
0,0,-1,30,12,2,2,-1,2,5,2,0,-1,-1,0,-1,-1,-1,20,20,0,-1,-1
0,0,-1,30,2,2,2,1,10,5,2,0,1,0,0,-1,-1,-1,16,-1,0,52,-1
0,0,-1,30,2,2,2,1,10,5,2,0,1,0,0,-1,-1,-1,16,-1,0,43,-1
0,1,-1,30,2,2,2,1,10,5,2,0,1,0,0,-1,-1,-1,16,-1,1,41,-1
0,0,-1,30,1,2,2,1,10,5,2,0,0,0,0,1,-1,-1,0,0,0,82,-1
0,0,-1,30,1,2,2,1,10,5,2,0,0,0,0,1,-1,-1,0,0,0,50,-1
0,0,-1,30,1,2,2,1,10,5,2,0,0,0,0,1,-1,-1,0,0,0,51,-1
0,1,-1,30,1,2,2,1,10,5,2,0,0,0,0,1,-1,-1,0,0,1,51,-1
0,0,-1,35,0,0,2,1,7,0,-1,2,1,0,0,-1,-1,-1,35,11,0,48,-1
2,0,-1,20,0,0,2,1,10,2,2,0,1,0,1,-1,-1,-1,12,0,0,35,-1
2,0,-1,20,0,0,2,1,10,2,2,0,1,0,1,-1,-1,-1,12,0,0,31,-1
2,1,-1,20,0,0,2,1,10,2,2,0,1,0,1,-1,-1,-1,12,0,0,25,-1
0,0,-1,30,0,0,2,1,7,2,-1,0,1,0,1,-1,-1,-1,21,34,1,53,-1
0,0,-1,30,0,0,2,1,0,5,2,0,1,0,1,0,-1,-1,17,-1,0,36,-1
0,0,-1,30,0,0,2,1,0,5,2,0,1,0,1,0,-1,-1,17,-1,0,26,-1
0,0,-1,25,2,2,0,1,0,5,2,0,0,0,0,1,-1,-1,17,-1,1,51,-1
0,0,-1,25,2,2,0,1,0,5,2,0,0,0,0,1,-1,-1,17,-1,1,60,-1
0,0,-1,30,1,2,2,1,14,2,2,0,1,0,0,1,-1,-1,17,0,0,33,-1
0,0,-1,30,1,2,2,1,14,2,2,0,1,0,0,1,-1,-1,17,0,0,33,-1
0,1,-1,30,1,2,2,1,14,2,2,0,1,0,0,1,-1,-1,17,0,1,-1,-1
0,0,-1,30,0,0,2,1,10,6,-1,1,1,0,0,-1,-1,-1,34,8,1,62,-1
0,0,-1,30,0,0,2,1,10,6,-1,1,1,0,0,-1,-1,-1,34,8,0,58,-1
0,0,-1,30,0,0,0,1,7,7,-1,0,0,0,0,-1,-1,1,-1,-1,2,-1,-1
0,0,-1,30,0,0,2,1,7,5,-1,3,1,0,0,-1,0,1,25,-1,0,-1,-1
0,0,-1,30,0,0,2,1,4,5,2,0,1,12,1,-1,-1,-1,28,-1,0,35,-1
0,0,-1,35,1,2,2,1,10,2,6,0,1,0,0,1,-1,-1,34,15,0,39,-1
0,0,-1,35,1,2,2,1,10,2,6,0,1,0,0,1,-1,-1,34,15,0,39,-1
1,0,-1,30,0,0,2,1,10,5,2,0,1,0,1,-1,-1,-1,18,16,0,51,-1
1,0,-1,30,0,0,2,1,10,5,2,0,1,0,1,-1,-1,-1,18,16,0,48,-1
0,0,-1,30,0,0,2,1,14,2,-1,0,1,0,0,-1,-1,-1,0,0,1,56,-1
0,0,-1,30,0,0,2,1,14,2,-1,0,1,0,0,-1,-1,-1,0,0,1,27,-1
0,0,1,20,1,2,2,1,10,6,3,0,1,0,0,-1,-1,1,0,0,0,-1,-1
0,0,1,20,1,2,2,1,10,6,3,0,1,0,0,-1,-1,1,0,0,0,42,-1
0,1,1,20,1,2,2,1,10,6,3,0,1,0,0,-1,-1,1,0,0,1,40,-1
0,0,-1,30,1,1,2,1,10,2,-1,0,1,0,1,1,-1,1,16,-1,1,27,-1
0,0,-1,30,1,1,2,1,10,2,-1,0,1,0,1,1,-1,1,16,-1,0,35,-1
0,0,-1,30,1,1,2,1,10,2,-1,0,1,0,1,1,-1,1,16,-1,0,-1,-1
0,1,-1,30,1,1,2,1,10,2,-1,0,1,0,1,1,-1,1,16,-1,1,12,-1
0,1,-1,30,1,1,2,1,10,2,-1,0,1,0,1,1,-1,1,16,-1,1,14,-1
0,0,-1,35,0,0,2,1,12,5,2,0,1,0,0,-1,-1,-1,0,0,1,55,-1
0,0,-1,35,0,0,2,1,12,5,2,0,1,0,0,-1,-1,-1,0,0,1,53,-1
2,0,-1,35,2,2,2,1,0,12,4,0,1,0,1,-1,-1,-1,17,17,1,71,-1
2,0,-1,35,2,2,2,1,0,12,4,0,1,0,1,-1,-1,-1,17,17,0,71,-1
2,0,-1,35,2,2,2,1,0,12,4,0,1,0,1,-1,-1,-1,17,17,0,53,-1
2,1,-1,35,2,2,2,1,0,12,4,0,1,0,1,-1,-1,-1,17,17,1,43,-1
