MOST_SEVERE_INJURY,PERSON_TYPE,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,SEX,AGE,BAC_RESULT VALUE
0,0,-1,30,0,0,0,1,14,2,-1,0,0,0,0,-1,-1,-1,0,-1,1,28,-1
0,0,-1,30,2,2,0,1,14,6,1,0,0,0,0,1,-1,-1,0,0,0,29,-1
0,0,-1,30,2,2,0,1,14,6,1,0,0,0,0,1,-1,-1,0,0,0,30,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,1,-1,-1,2,-1,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,1,-1,-1,1,36,-1
0,1,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,1,-1,-1,1,-1,-1
2,0,-1,35,1,0,0,1,14,3,-1,0,0,0,1,-1,-1,-1,22,-1,0,23,-1
2,0,-1,35,1,0,0,1,14,3,-1,0,0,0,1,-1,-1,-1,22,-1,1,16,-1
0,0,-1,15,2,2,0,1,10,6,-1,0,-1,-1,0,-1,-1,-1,18,18,1,48,-1
0,0,-1,15,2,2,0,1,10,6,-1,0,-1,-1,0,-1,-1,-1,18,18,1,41,-1
0,1,-1,15,2,2,0,1,10,6,-1,0,-1,-1,0,-1,-1,-1,18,18,1,11,-1
0,0,-1,30,0,0,0,1,0,5,2,0,-1,-1,0,-1,-1,-1,20,20,0,-1,-1
0,0,-1,30,0,0,0,1,0,5,2,0,-1,-1,0,-1,-1,-1,20,20,1,27,-1
0,1,-1,30,0,0,0,1,0,5,2,0,-1,-1,0,-1,-1,-1,20,20,0,28,-1
0,0,-1,30,0,0,0,1,14,7,1,0,0,0,0,-1,-1,-1,0,0,0,27,-1
0,0,-1,30,0,0,0,1,14,7,1,0,0,0,0,-1,-1,-1,0,0,0,42,-1
0,0,-1,20,0,0,0,1,14,5,2,0,0,0,0,-1,-1,-1,17,-1,0,25,-1
0,0,-1,20,0,0,0,1,14,5,2,0,0,0,0,-1,-1,-1,17,-1,1,25,-1
0,0,-1,30,0,0,0,1,12,5,2,0,0,0,0,-1,-1,-1,0,0,0,-1,-1
0,0,-1,30,0,0,0,1,12,5,2,0,0,0,0,-1,-1,-1,0,0,0,-1,-1
0,0,-1,30,0,0,2,0,0,5,1,0,1,0,0,-1,-1,1,17,-1,0,-1,-1
0,0,-1,30,0,0,2,0,0,5,1,0,1,0,0,-1,-1,1,17,-1,0,25,-1
0,0,-1,35,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,-1,14,-1,1,22,-1
0,0,-1,35,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,-1,14,-1,1,50,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,-1,-1,-1,1,40,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,-1,-1,-1,1,52,-1
0,1,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,-1,-1,-1,1,-1,-1
0,0,-1,30,0,0,0,1,14,2,-1,0,0,0,0,-1,-1,-1,4,16,1,59,-1
0,0,-1,30,0,0,0,1,14,2,-1,0,0,0,0,-1,-1,-1,4,16,0,63,-1
0,0,-1,45,0,0,0,1,5,3,10,3,0,0,1,-1,-1,-1,0,0,0,30,-1
0,1,-1,45,0,0,0,1,5,3,10,3,0,0,1,-1,-1,-1,0,0,1,47,-1
0,1,-1,45,0,0,0,1,5,3,10,3,0,0,1,-1,-1,-1,0,0,1,24,-1
0,1,-1,45,0,0,0,1,5,3,10,3,0,0,1,-1,-1,-1,0,0,1,2,-1
0,1,-1,45,0,0,0,1,5,3,10,3,0,0,1,-1,-1,-1,0,0,1,28,-1
0,1,-1,45,0,0,0,1,5,3,10,3,0,0,1,-1,-1,-1,0,0,0,22,-1
0,0,-1,35,2,2,0,1,10,5,5,0,0,0,0,1,-1,-1,18,0,1,48,-1
0,0,-1,35,2,2,0,1,10,5,5,0,0,0,0,1,-1,-1,18,0,0,65,-1
0,0,-1,30,2,2,0,1,0,6,1,0,0,0,0,1,-1,-1,17,-1,1,31,-1
0,0,-1,30,2,2,0,1,0,6,1,0,0,0,0,1,-1,-1,17,-1,0,59,-1
3,5,-1,30,0,0,0,1,9,5,-1,0,0,0,1,1,-1,-1,33,17,0,40,-1
3,0,-1,30,0,0,0,1,9,5,-1,0,0,0,1,1,-1,-1,33,17,0,61,-1
3,1,-1,30,0,0,0,1,9,5,-1,0,0,0,1,1,-1,-1,33,17,0,62,-1
3,1,-1,30,0,0,0,1,9,5,-1,0,0,0,1,1,-1,-1,33,17,0,9,-1
0,0,-1,30,0,0,0,1,12,5,-1,0,0,-1,0,-1,-1,-1,22,22,1,20,-1
0,0,-1,30,0,0,0,1,12,5,-1,0,0,-1,0,-1,-1,-1,22,22,0,-1,-1
0,1,-1,30,0,0,0,1,12,5,-1,0,0,-1,0,-1,-1,-1,22,22,1,20,-1
0,0,-1,5,0,0,0,0,7,6,1,0,0,0,1,-1,-1,1,0,0,2,-1,-1
0,0,-1,30,0,0,0,1,14,7,-1,0,1,0,0,-1,1,-1,-1,-1,0,20,-1
0,0,-1,30,0,0,0,1,14,7,-1,0,1,0,0,-1,1,-1,-1,-1,0,28,-1
0,1,-1,30,0,0,0,1,14,7,-1,0,1,0,0,-1,1,-1,-1,-1,1,-1,-1
0,0,-1,0,2,2,0,1,14,2,-1,0,0,0,0,1,-1,0,0,-1,0,74,-1
0,0,-1,0,2,2,0,1,14,2,-1,0,0,0,0,1,-1,0,0,-1,1,23,-1
2,0,-1,45,0,0,0,1,10,6,-1,0,0,0,1,-1,-1,-1,0,-1,1,26,-1
2,0,-1,45,0,0,0,1,10,6,-1,0,0,0,1,-1,-1,-1,0,-1,1,35,-1
2,0,-1,45,0,0,0,1,10,6,-1,0,0,0,1,-1,-1,-1,0,-1,1,68,-1
2,1,-1,45,0,0,0,1,10,6,-1,0,0,0,1,-1,-1,-1,0,-1,2,-1,-1
2,1,-1,45,0,0,0,1,10,6,-1,0,0,0,1,-1,-1,-1,0,-1,1,-1,-1
0,0,-1,30,1,2,0,1,10,3,6,1,0,0,0,-1,-1,-1,18,-1,0,50,-1
0,0,-1,30,1,2,0,1,10,3,6,1,0,0,0,-1,-1,-1,18,-1,0,17,-1
0,1,-1,30,1,2,0,1,10,3,6,1,0,0,0,-1,-1,-1,18,-1,0,36,-1
0,1,-1,30,1,2,0,1,10,3,6,1,0,0,0,-1,-1,-1,18,-1,1,13,-1
0,1,-1,30,1,2,0,1,10,3,6,1,0,0,0,-1,-1,-1,18,-1,1,46,-1
0,1,-1,30,1,2,0,1,10,3,6,1,0,0,0,-1,-1,-1,18,-1,1,-1,-1
0,1,-1,30,1,2,0,1,10,3,6,1,0,0,0,-1,-1,-1,18,-1,0,11,-1
0,1,-1,30,1,2,0,1,10,3,6,1,0,0,0,-1,-1,-1,18,-1,1,10,-1
0,1,-1,30,1,2,0,1,10,3,6,1,0,0,0,-1,-1,-1,18,-1,0,6,-1
0,0,0,20,0,0,0,1,2,0,1,0,0,0,0,-1,1,1,0,-1,2,-1,-1
0,3,0,20,0,0,0,1,2,0,1,0,0,0,0,-1,1,1,0,-1,1,53,-1
0,0,-1,30,1,2,0,1,1,2,2,0,0,0,0,-1,-1,-1,1,-1,0,51,-1
0,0,-1,30,0,0,0,1,10,5,2,0,0,0,0,-1,-1,-1,18,-1,0,34,-1
0,0,-1,30,0,0,0,1,10,5,2,0,0,0,0,-1,-1,-1,18,-1,1,23,-1
0,0,-1,30,0,0,2,1,7,5,-1,0,1,0,0,-1,-1,1,0,0,2,-1,-1
0,0,-1,30,1,2,0,1,14,5,-1,0,0,0,0,1,-1,-1,0,0,0,-1,-1
0,0,-1,30,1,2,0,1,14,5,-1,0,0,0,0,1,-1,-1,0,0,0,-1,-1
0,0,-1,30,1,2,0,1,10,5,-1,0,0,-1,0,-1,-1,-1,18,18,0,21,-1
0,0,-1,30,1,2,0,1,10,5,-1,0,0,-1,0,-1,-1,-1,18,18,1,-1,-1
0,0,-1,30,2,2,0,1,10,5,2,0,0,0,1,1,-1,0,32,18,0,31,-1
0,0,-1,30,2,2,0,1,10,5,2,0,0,0,1,1,-1,0,32,18,0,47,-1
0,0,-1,30,2,2,0,1,10,5,2,0,0,0,1,1,-1,0,32,18,0,0,-1
0,1,-1,30,2,2,0,1,10,5,2,0,0,0,1,1,-1,0,32,18,1,57,-1
3,0,-1,30,0,0,0,1,8,5,4,0,0,0,1,-1,-1,-1,17,-1,0,36,-1
3,4,-1,30,0,0,0,1,8,5,4,0,0,0,1,-1,-1,-1,17,-1,0,73,-1
0,0,-1,30,1,2,0,1,10,2,2,0,0,0,0,-1,-1,-1,18,11,0,33,-1
0,0,-1,30,1,2,0,1,10,2,2,0,0,0,0,-1,-1,-1,18,11,1,43,-1
0,0,-1,10,0,0,0,1,7,7,-1,0,-1,-1,0,-1,-1,1,22,11,0,-1,-1
0,1,-1,10,0,0,0,1,7,7,-1,0,-1,-1,0,-1,-1,1,22,11,0,8,-1
0,0,-1,35,0,0,0,1,14,3,4,0,0,0,1,-1,-1,-1,0,0,0,33,-1
0,0,-1,35,0,0,0,1,14,3,4,0,0,0,1,-1,-1,-1,0,0,0,11,-1
0,0,-1,30,0,0,0,1,10,8,-1,0,0,0,0,-1,-1,-1,18,16,1,-1,-1
0,0,-1,30,0,0,0,1,10,8,-1,0,0,0,0,-1,-1,-1,18,16,1,35,-1
2,0,-1,30,1,2,0,1,14,2,4,0,0,0,1,1,-1,-1,0,-1,1,23,-1
2,0,-1,30,1,2,0,1,14,2,4,0,0,0,1,1,-1,-1,0,-1,0,31,-1
2,1,-1,30,1,2,0,1,14,2,4,0,0,0,1,1,-1,-1,0,-1,0,27,-1
2,1,-1,30,1,2,0,1,14,2,4,0,0,0,1,1,-1,-1,0,-1,1,16,-1
0,0,-1,30,1,2,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,25,0,55,-1
0,0,-1,30,1,2,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,25,0,26,-1
0,0,-1,30,1,2,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,25,0,21,-1
0,0,-1,30,1,2,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,25,0,46,-1
0,1,-1,30,1,2,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,25,1,44,-1
0,1,-1,30,1,2,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,25,1,20,-1
0,0,-1,30,3,2,0,1,14,5,4,0,0,0,0,1,-1,-1,17,17,1,29,-1
0,0,-1,30,3,2,0,1,14,5,4,0,0,0,0,1,-1,-1,17,17,1,35,-1
0,1,-1,30,3,2,0,1,14,5,4,0,0,0,0,1,-1,-1,17,17,0,7,-1
0,1,-1,30,3,2,0,1,14,5,4,0,0,0,0,1,-1,-1,17,17,1,5,-1
0,1,-1,30,3,2,0,1,14,5,4,0,0,0,0,1,-1,-1,17,17,0,14,-1
0,0,-1,30,0,0,0,1,12,1,4,0,0,0,0,-1,-1,-1,17,-1,1,70,-1
0,0,-1,30,0,0,0,1,12,1,4,0,0,0,0,-1,-1,-1,17,-1,1,27,-1
0,0,-1,30,1,2,0,1,12,5,-1,0,0,0,0,1,-1,1,0,0,0,-1,-1
0,0,-1,30,1,2,0,1,12,5,-1,0,0,0,0,1,-1,1,0,0,0,54,-1
0,0,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,22,0,1,28,-1
0,0,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,22,0,0,0,-1
0,1,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,22,0,1,-1,-1
0,1,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,22,0,0,-1,-1
0,0,-1,30,0,0,0,1,2,5,-1,0,0,0,0,-1,-1,-1,-1,-1,0,36,-1
2,0,-1,25,0,0,0,1,6,5,2,0,0,0,1,-1,-1,-1,12,12,0,37,-1
2,0,-1,30,1,2,0,1,9,2,4,0,0,0,1,1,-1,-1,0,0,0,47,-1
2,5,-1,30,1,2,0,1,9,2,4,0,0,0,1,1,-1,-1,0,0,0,76,-1
2,1,-1,30,1,2,0,1,9,2,4,0,0,0,1,1,-1,-1,0,0,0,53,-1
0,0,-1,30,1,2,0,1,14,6,3,0,0,0,0,1,-1,-1,23,-1,0,-1,-1
0,0,-1,30,1,2,0,1,14,6,3,0,0,0,0,1,-1,-1,23,-1,1,-1,-1
0,1,-1,30,1,2,0,1,14,6,3,0,0,0,0,1,-1,-1,23,-1,1,-1,-1
0,1,-1,30,1,2,0,1,14,6,3,0,0,0,0,1,-1,-1,23,-1,2,-1,-1
0,0,-1,30,0,0,0,1,12,5,2,0,0,0,1,-1,-1,-1,16,-1,0,52,-1
0,0,-1,30,0,0,0,1,12,5,2,0,0,0,1,-1,-1,-1,16,-1,1,26,-1
0,0,-1,30,1,2,0,1,0,12,-1,0,0,0,0,-1,-1,-1,17,-1,1,41,-1
0,0,-1,30,1,2,0,1,0,12,-1,0,0,0,0,-1,-1,-1,17,-1,0,56,-1
0,0,-1,30,0,0,0,1,3,5,-1,0,0,0,0,-1,-1,0,0,0,0,29,-1
0,0,-1,30,0,0,0,1,3,5,-1,0,0,0,0,-1,-1,0,0,0,0,52,-1
0,0,-1,35,0,0,0,1,7,12,-1,0,0,0,0,-1,-1,-1,20,-1,0,30,-1
0,0,-1,30,0,0,2,4,14,5,-1,0,1,0,0,-1,-1,-1,23,0,0,60,-1
0,0,-1,30,0,0,2,4,14,5,-1,0,1,0,0,-1,-1,-1,23,0,1,-1,-1
1,0,-1,35,1,-1,0,1,10,5,2,0,0,0,1,-1,-1,-1,-1,-1,2,-1,-1
1,0,-1,35,1,-1,0,1,10,5,2,0,0,0,1,-1,-1,-1,-1,-1,1,61,-1
0,0,-1,20,0,0,0,1,7,7,0,0,0,0,0,-1,1,1,0,-1,0,27,-1
0,0,-1,30,0,0,0,1,3,5,-1,0,0,0,0,-1,-1,-1,20,-1,1,28,-1
0,0,-1,30,0,0,0,1,3,5,-1,0,0,0,0,-1,-1,-1,20,-1,1,49,-1
1,0,-1,30,0,0,0,1,14,5,2,0,0,0,1,-1,0,-1,22,22,0,40,-1
1,0,-1,30,0,0,0,1,14,5,2,0,0,0,1,-1,0,-1,22,22,0,32,-1
1,1,-1,30,0,0,0,1,14,5,2,0,0,0,1,-1,0,-1,22,22,1,59,-1
1,1,-1,30,0,0,0,1,14,5,2,0,0,0,1,-1,0,-1,22,22,1,36,-1
1,1,-1,30,0,0,0,1,14,5,2,0,0,0,1,-1,0,-1,22,22,1,17,-1
1,1,-1,30,0,0,0,1,14,5,2,0,0,0,1,-1,0,-1,22,22,1,14,-1
1,1,-1,30,0,0,0,1,14,5,2,0,0,0,1,-1,0,-1,22,22,1,11,-1
0,0,-1,30,1,2,0,1,10,6,-1,0,0,0,0,-1,-1,1,0,0,0,-1,-1
0,0,-1,30,1,2,0,1,10,6,-1,0,0,0,0,-1,-1,1,0,0,0,-1,-1
2,0,-1,30,2,0,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,5,1,20,-1
2,0,-1,30,2,0,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,5,0,30,-1
2,1,-1,30,2,0,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,5,0,-1,-1
2,1,-1,30,2,0,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,5,0,2,-1
2,1,-1,30,2,0,0,1,14,5,-1,0,0,0,1,1,-1,-1,17,5,1,12,-1
2,0,-1,30,0,0,0,1,10,5,2,0,0,0,1,-1,-1,-1,18,-1,0,27,-1
2,0,-1,30,0,0,0,1,10,5,2,0,0,0,1,-1,-1,-1,18,-1,1,61,-1
0,0,-1,30,1,2,0,1,0,6,2,0,0,0,0,1,-1,-1,21,-1,0,-1,-1
0,0,-1,30,1,2,0,1,0,6,2,0,0,0,0,1,-1,-1,21,-1,0,29,-1
0,0,-1,30,0,0,0,1,0,5,2,0,0,0,0,-1,-1,-1,8,0,0,40,-1
0,0,-1,30,0,0,0,1,0,5,2,0,0,0,0,-1,-1,-1,8,0,0,62,-1
0,1,-1,30,0,0,0,1,0,5,2,0,0,0,0,-1,-1,-1,8,0,1,-1,-1
0,1,-1,30,0,0,0,1,0,5,2,0,0,0,0,-1,-1,-1,8,0,1,-1,-1
0,1,-1,30,0,0,0,1,0,5,2,0,0,0,0,-1,-1,-1,8,0,1,-1,-1
1,0,-1,10,1,2,0,1,5,8,2,2,0,0,1,-1,0,1,17,0,1,-1,-1
1,5,-1,10,1,2,0,1,5,8,2,2,0,0,1,-1,0,1,17,0,0,65,-1
2,0,-1,30,0,0,0,1,2,6,1,0,0,0,1,-1,-1,-1,27,-1,0,80,-1
0,0,-1,30,0,0,0,1,10,5,2,0,0,0,0,-1,-1,-1,18,-1,0,-1,-1
0,0,-1,30,0,0,0,1,10,5,2,0,0,0,0,-1,-1,-1,18,-1,1,48,-1
0,0,-1,35,1,2,0,1,2,2,4,0,0,0,0,-1,-1,-1,0,-1,1,32,-1
0,0,-1,35,1,2,0,1,0,5,1,0,0,0,0,-1,-1,-1,20,0,1,66,-1
0,0,-1,35,1,2,0,1,0,5,1,0,0,0,0,-1,-1,-1,20,0,1,54,-1
0,0,-1,30,0,0,0,1,7,7,-1,0,0,0,0,-1,-1,-1,20,0,0,71,-1
0,1,-1,30,0,0,0,1,7,7,-1,0,0,0,0,-1,-1,-1,20,0,1,75,-1
0,0,-1,30,0,0,0,1,7,6,-1,0,0,0,0,-1,-1,1,-1,-1,2,-1,-1
2,0,-1,30,2,-1,0,1,9,5,2,0,-1,-1,1,-1,-1,1,25,-1,0,-1,-1
2,5,-1,30,2,-1,0,1,9,5,2,0,-1,-1,1,-1,-1,1,25,-1,1,39,-1
2,0,-1,30,2,2,0,1,0,5,2,0,0,0,1,1,-1,1,5,0,0,-1,-1
2,0,-1,30,2,2,0,1,0,5,2,0,0,0,1,1,-1,1,5,0,1,41,-1
0,0,-1,30,0,0,0,1,14,7,-1,0,0,0,0,-1,-1,-1,0,0,0,26,-1
0,0,-1,30,0,0,0,1,14,7,-1,0,0,0,0,-1,-1,-1,0,0,0,27,-1
0,1,-1,30,0,0,0,1,14,7,-1,0,0,0,0,-1,-1,-1,0,0,1,18,-1
0,0,-1,30,0,0,0,1,12,2,4,0,0,0,0,-1,-1,-1,11,0,0,20,-1
0,0,-1,30,0,0,0,1,12,2,4,0,0,0,0,-1,-1,-1,11,0,1,30,-1
0,0,-1,40,1,2,0,1,12,3,3,0,0,0,1,1,-1,-1,18,-1,1,45,-1
0,0,-1,40,1,2,0,1,12,3,3,0,0,0,1,1,-1,-1,18,-1,1,47,-1
0,0,-1,30,0,0,0,1,7,2,2,0,0,0,1,-1,-1,-1,9,-1,0,43,-1
0,0,-1,30,1,2,0,1,14,2,4,0,0,0,1,1,-1,-1,0,-1,1,64,-1
0,0,-1,30,1,2,0,1,14,2,4,0,0,0,1,1,-1,-1,0,-1,0,57,-1
0,0,-1,30,1,3,0,1,0,2,-1,0,0,-1,0,-1,-1,-1,0,-1,0,56,-1
0,0,-1,30,1,3,0,1,0,2,-1,0,0,-1,0,-1,-1,-1,0,-1,1,41,-1
0,1,-1,30,1,3,0,1,0,2,-1,0,0,-1,0,-1,-1,-1,0,-1,1,-1,-1
0,1,-1,30,1,3,0,1,0,2,-1,0,0,-1,0,-1,-1,-1,0,-1,1,-1,-1
0,0,-1,5,0,0,0,1,7,7,-1,0,0,0,0,-1,1,-1,0,-1,2,-1,-1
0,0,-1,30,1,2,0,1,10,5,2,0,0,0,0,-1,-1,0,18,0,0,36,-1
0,0,-1,30,1,2,0,1,10,5,2,0,0,0,0,-1,-1,0,18,0,0,54,-1
0,0,-1,30,1,2,0,1,10,5,2,0,0,0,0,-1,-1,0,18,0,0,-1,-1
0,1,-1,30,1,2,0,1,10,5,2,0,0,0,0,-1,-1,0,18,0,1,57,-1
0,0,-1,45,0,0,0,1,10,6,4,0,0,0,0,-1,-1,-1,18,-1,0,-1,-1
0,0,-1,45,0,0,0,1,10,6,4,0,0,0,0,-1,-1,-1,18,-1,1,-1,-1
0,1,-1,45,0,0,0,1,10,6,4,0,0,0,0,-1,-1,-1,18,-1,0,-1,-1
0,1,-1,45,0,0,0,1,10,6,4,0,0,0,0,-1,-1,-1,18,-1,0,-1,-1
0,0,-1,30,1,-1,0,1,10,6,3,0,0,0,0,1,-1,-1,16,-1,1,56,-1
0,0,-1,30,1,-1,0,1,10,6,3,0,0,0,0,1,-1,-1,16,-1,1,34,-1
0,0,-1,35,1,2,0,1,14,1,4,0,0,0,0,-1,-1,-1,17,23,0,59,-1
0,0,-1,35,1,2,0,1,14,1,4,0,0,0,0,-1,-1,-1,17,23,1,37,-1
0,0,-1,30,0,0,0,1,10,12,-1,0,0,0,0,-1,-1,1,20,-1,0,-1,-1
0,0,-1,30,0,0,0,1,10,12,-1,0,0,0,0,-1,-1,1,20,-1,1,18,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,1,-1,-1,18,-1,1,26,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,1,-1,-1,18,-1,1,37,-1
0,1,-1,30,0,0,0,1,10,5,-1,0,0,0,0,1,-1,-1,18,-1,0,18,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,1,0,0,1,-1,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,1,0,0,0,23,-1
0,3,-1,25,2,2,0,1,10,5,2,0,0,-1,0,1,-1,-1,16,0,0,44,-1
0,0,-1,25,2,2,0,1,10,5,2,0,0,-1,0,1,-1,-1,16,0,0,44,-1
0,0,-1,25,2,2,0,1,10,5,2,0,0,-1,0,1,-1,-1,16,0,0,35,-1
0,1,-1,25,2,2,0,1,10,5,2,0,0,-1,0,1,-1,-1,16,0,0,16,-1
0,0,-1,35,1,2,0,1,14,2,2,0,0,0,0,-1,-1,-1,18,18,1,36,-1
0,0,-1,35,1,2,0,1,14,2,2,0,0,0,0,-1,-1,-1,18,18,1,66,-1
0,1,-1,35,1,2,0,1,14,2,2,0,0,0,0,-1,-1,-1,18,18,1,17,-1
0,1,-1,35,1,2,0,1,14,2,2,0,0,0,0,-1,-1,-1,18,18,1,70,-1
2,0,-1,30,0,0,0,1,10,5,2,0,0,0,1,-1,-1,-1,18,18,1,32,-1
2,0,-1,30,0,0,0,1,10,5,2,0,0,0,1,-1,-1,-1,18,18,0,48,-1
2,0,-1,35,0,0,0,1,0,2,-1,0,0,0,1,1,-1,-1,22,16,0,31,-1
2,0,-1,35,0,0,0,1,0,2,-1,0,0,0,1,1,-1,-1,22,16,1,48,-1
2,1,-1,35,0,0,0,1,0,2,-1,0,0,0,1,1,-1,-1,22,16,0,48,-1
2,1,-1,35,0,0,0,1,0,2,-1,0,0,0,1,1,-1,-1,22,16,0,13,-1
0,0,-1,30,1,2,0,1,10,5,4,0,0,0,0,-1,-1,1,18,25,1,-1,-1
0,0,-1,30,1,2,0,1,10,5,4,0,0,0,0,-1,-1,1,18,25,0,59,-1
0,1,-1,30,1,2,0,1,10,5,4,0,0,0,0,-1,-1,1,18,25,1,-1,-1
0,1,-1,30,1,2,0,1,10,5,4,0,0,0,0,-1,-1,1,18,25,1,53,-1
0,0,-1,30,0,0,0,1,12,5,2,0,0,0,0,-1,-1,1,0,0,0,-1,-1
0,0,-1,30,0,0,0,1,12,5,2,0,0,0,0,-1,-1,1,0,0,0,54,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,1,-1,-1,1,-1,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,1,-1,-1,0,22,-1
0,1,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,1,-1,-1,2,-1,-1
0,1,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,1,-1,-1,2,-1,-1
0,1,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,1,-1,-1,2,-1,-1
0,0,-1,30,0,0,0,1,12,5,2,0,0,0,1,-1,-1,1,25,0,1,-1,-1
0,0,-1,30,0,0,0,1,12,5,2,0,0,0,1,-1,-1,1,25,0,0,59,-1
0,1,-1,30,0,0,0,1,12,5,2,0,0,0,1,-1,-1,1,25,0,1,-1,-1
0,0,-1,30,1,2,0,1,0,3,6,0,0,0,1,1,-1,-1,6,0,1,46,-1
0,0,-1,30,1,2,0,1,0,3,6,0,0,0,1,1,-1,-1,6,0,0,41,-1
0,1,-1,30,1,2,0,1,0,3,6,0,0,0,1,1,-1,-1,6,0,-1,-1,-1
2,4,-1,10,0,0,0,1,8,7,0,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1
2,0,-1,10,0,0,0,1,8,7,0,0,0,0,1,-1,-1,-1,0,-1,0,18,-1
0,0,-1,30,1,2,0,1,14,5,4,0,0,0,1,1,-1,-1,17,-1,1,28,-1
0,0,-1,30,1,2,0,1,14,5,4,0,0,0,1,1,-1,-1,17,-1,1,51,-1
0,1,-1,30,1,2,0,1,14,5,4,0,0,0,1,1,-1,-1,17,-1,1,28,-1
0,1,-1,30,1,2,0,1,14,5,4,0,0,0,1,1,-1,-1,17,-1,1,31,-1
0,0,-1,30,1,2,0,1,12,5,2,0,0,-1,0,-1,-1,1,22,10,0,-1,-1
0,0,-1,30,1,2,0,1,12,5,2,0,0,-1,0,-1,-1,1,22,10,1,32,-1
0,0,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,17,0,0,42,-1
0,0,-1,30,0,0,0,1,12,5,-1,0,0,0,0,-1,-1,-1,17,0,1,19,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,-1,0,0,0,44,-1
0,0,-1,30,0,0,0,1,10,5,-1,0,0,0,0,-1,-1,-1,0,0,0,62,-1
0,0,-1,30,0,0,0,1,12,5,2,0,0,0,0,-1,-1,1,22,10,0,-1,-1
0,0,-1,30,0,0,0,1,12,5,2,0,0,0,0,-1,-1,1,22,10,0,42,-1
0,0,-1,30,0,0,0,1,11,5,2,0,0,0,0,1,-1,-1,0,0,0,44,-1
0,0,-1,30,0,0,0,1,11,5,2,0,0,0,0,1,-1,-1,0,0,1,35,-1
0,0,-1,30,2,2,0,1,14,5,4,0,0,0,0,1,-1,-1,0,0,0,32,-1
0,0,-1,30,2,2,0,1,14,5,4,0,0,0,0,1,-1,-1,0,0,0,36,-1
0,1,-1,30,2,2,0,1,14,5,4,0,0,0,0,1,-1,-1,0,0,0,-1,-1
0,1,-1,30,2,2,0,1,14,5,4,0,0,0,0,1,-1,-1,0,0,0,-1,-1
0,1,-1,30,2,2,0,1,14,5,4,0,0,0,0,1,-1,-1,0,0,1,51,-1
0,1,-1,30,2,2,0,1,14,5,4,0,0,0,0,1,-1,-1,0,0,0,73,-1
0,1,-1,30,2,2,0,1,14,5,4,0,0,0,0,1,-1,-1,0,0,0,70,-1
0,0,-1,30,1,2,0,1,10,2,4,0,0,0,0,1,-1,-1,0,-1,0,-1,-1
0,0,-1,30,1,2,0,1,10,2,4,0,0,0,0,1,-1,-1,0,-1,0,34,-1
