RD_NO,PERSON_TYPE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,SEX,AGE,SAFETY_EQUIPMENT,DRIVER_ACTION,DRIVER_VISION,PHYSICAL_CONDITION,BAC_RESULT VALUE,CELL_PHONE_USE
316431,0,0,2,2,2,1,0,5,0,1,0,21,22,0,7,200,200,200,200,200,200
316431,0,0,2,2,2,1,0,5,0,1,0,21,22,0,7,0,0,0,0,200,200
316431,1,0,2,2,2,1,0,5,0,1,0,21,22,1,7,0,200,200,200,200,200
316439,0,30,0,0,2,1,14,5,0,1,0,21,23,0,9,200,7,200,0,200,200
316439,0,30,0,0,2,1,14,5,0,1,0,21,23,0,6,0,0,0,0,200,200
316440,0,30,1,2,2,1,14,2,0,1,0,20,200,2,200,200,200,200,200,200,200
316440,0,30,1,2,2,1,14,2,0,1,0,20,200,0,200,200,200,0,0,200,200
316440,1,30,1,2,2,1,14,2,0,1,0,20,200,1,7,0,200,200,200,200,200
316443,0,15,0,0,2,1,0,12,0,1,0,20,34,0,6,200,6,0,0,200,200
316443,0,15,0,0,2,1,0,12,0,1,0,20,34,0,7,200,0,0,0,200,200
316452,0,30,2,2,2,1,0,2,0,1,0,0,0,0,5,0,1,0,0,200,200
316452,0,30,2,2,2,1,0,2,0,1,0,0,0,1,7,0,0,0,0,200,200
316456,0,20,0,0,2,1,7,5,0,1,0,0,0,0,6,0,0,0,0,200,200
316459,0,25,0,0,2,1,9,5,0,1,0,0,200,1,200,200,200,200,200,200,200
316459,5,25,0,0,2,1,9,5,0,1,0,0,200,0,5,200,0,0,0,200,200
316462,0,30,0,0,2,1,10,5,0,1,0,18,0,0,6,0,3,0,0,200,200
316462,0,30,0,0,2,1,10,5,0,1,0,18,0,0,6,0,0,0,0,200,200
316462,0,30,0,0,2,1,10,5,0,1,0,18,0,1,6,0,0,0,0,200,200
316470,0,30,0,0,2,200,14,0,0,1,0,17,34,0,6,0,1,200,0,200,200
316470,0,30,0,0,2,200,14,0,0,1,0,17,34,1,6,0,0,0,0,200,200
316474,1,15,12,12,2,1,3,5,0,1,0,20,200,0,200,0,200,200,200,200,200
316474,0,15,12,12,2,1,3,5,0,1,0,20,200,0,7,0,6,12,0,200,200
316474,0,15,12,12,2,1,3,5,0,1,0,20,200,0,7,0,0,0,0,200,200
316479,0,30,0,0,200,200,7,7,0,200,0,0,200,2,200,200,200,200,200,200,200
316485,0,30,1,2,2,1,2,2,0,1,0,200,200,0,6,200,12,0,0,200,200
316486,0,30,0,0,2,1,2,5,2,1,0,11,16,0,6,0,12,0,0,200,200
316490,0,25,0,0,2,1,14,5,0,1,200,34,11,0,5,200,200,200,0,200,200
316490,0,25,0,0,2,1,14,5,0,1,200,34,11,0,5,200,200,200,0,200,200
316495,0,30,2,2,2,1,0,5,0,1,0,17,34,0,6,0,0,0,0,200,200
316495,0,30,2,2,2,1,0,5,0,1,0,17,34,1,8,0,1,0,0,200,200
316499,0,30,2,2,2,1,0,5,0,1,0,0,200,0,7,0,0,0,0,200,200
316499,0,30,2,2,2,1,0,5,0,1,0,0,200,0,7,0,0,0,0,200,200
316508,0,30,0,0,2,1,10,2,0,1,0,16,18,0,5,200,3,200,0,200,200
316508,0,30,0,0,2,1,10,2,0,1,0,16,18,0,200,200,3,200,200,200,200
316508,0,30,0,0,2,1,10,2,0,1,0,16,18,1,5,200,3,200,0,200,200
316508,0,30,0,0,2,1,10,2,0,1,0,16,18,0,8,200,12,200,4,200,200
316508,1,30,0,0,2,1,10,2,0,1,0,16,18,0,6,200,200,200,200,200,200
316508,1,30,0,0,2,1,10,2,0,1,0,16,18,0,0,5,200,200,200,200,200
316513,0,35,0,0,2,1,10,3,0,1,12,18,0,0,200,200,200,200,200,200,200
316513,0,35,0,0,2,1,10,3,0,1,12,18,0,1,6,0,200,200,0,200,200
316513,1,35,0,0,2,1,10,3,0,1,12,18,0,0,3,0,200,200,200,200,200
316513,1,35,0,0,2,1,10,3,0,1,12,18,0,1,2,0,200,200,200,200,200
316514,0,30,0,0,2,1,5,0,0,1,0,0,20,2,200,200,8,200,200,200,200
316519,0,30,0,0,2,1,7,5,0,1,0,0,0,2,200,200,200,200,200,200,200
316521,0,30,0,0,2,1,12,5,0,1,0,11,0,0,200,200,12,200,200,200,200
316521,0,30,0,0,2,1,12,5,0,1,0,11,0,0,7,0,12,0,0,200,200
316522,0,30,1,2,2,1,14,3,0,1,0,13,16,0,4,200,12,0,0,200,200
316522,0,30,1,2,2,1,14,3,0,1,0,13,16,0,6,200,0,0,0,200,200
316523,0,30,0,0,2,1,7,5,0,1,0,0,200,2,200,200,200,200,200,200,200
316526,0,30,1,2,2,1,10,5,0,1,0,18,200,0,5,0,12,0,0,200,200
316526,0,30,1,2,2,1,10,5,0,1,0,18,200,0,6,0,12,0,0,200,200
316526,1,30,1,2,2,1,10,5,0,1,0,18,200,1,6,0,200,200,200,200,200
316526,1,30,1,2,2,1,10,5,0,1,0,18,200,1,7,0,200,200,200,200,200
316532,0,30,200,200,2,200,14,2,0,1,200,0,34,1,200,200,200,200,200,200,200
316532,0,30,200,200,2,200,14,2,0,1,200,0,34,1,5,0,200,200,0,200,200
316535,0,30,0,0,2,1,10,5,0,1,0,0,0,1,7,200,200,200,200,200,200
316535,0,30,0,0,2,1,10,5,0,1,0,0,0,0,7,0,0,0,0,200,200
316536,0,30,0,0,2,1,2,2,0,1,0,21,34,1,6,0,7,0,0,200,200
316540,0,35,1,2,2,1,12,3,0,1,0,16,200,0,5,0,1,0,0,200,200
316540,0,35,1,2,2,1,12,3,0,1,0,16,200,0,6,0,0,0,0,200,200
316542,0,30,0,0,2,1,12,5,0,1,0,22,200,0,6,0,0,0,0,200,200
316542,0,30,0,0,2,1,12,5,0,1,0,22,200,1,5,0,2,0,0,200,200
316547,0,30,0,0,2,1,10,5,2,1,0,16,11,1,200,200,8,0,0,200,200
316547,0,30,0,0,2,1,10,5,2,1,0,16,11,0,6,200,0,0,0,200,200
316548,0,30,1,2,2,1,3,2,0,1,0,0,17,1,9,0,1,0,0,200,200
316548,0,30,1,2,2,1,3,2,0,1,0,0,17,0,5,0,1,0,0,200,200
316548,0,30,1,2,2,1,3,2,0,1,0,0,17,0,6,0,12,0,0,200,200
316548,1,30,1,2,2,1,3,2,0,1,0,0,17,1,6,0,200,200,200,200,200
316549,0,30,1,2,2,1,14,6,0,1,0,23,200,1,200,0,7,0,0,200,200
316549,0,30,1,2,2,1,14,6,0,1,0,23,200,0,200,0,0,0,0,200,200
316554,0,30,0,0,0,1,10,7,0,1,0,11,0,1,200,200,6,200,200,200,200
316554,0,30,0,0,0,1,10,7,0,1,0,11,0,0,6,0,0,0,0,200,200
316556,0,15,0,0,2,1,7,0,0,1,0,0,200,2,200,200,200,200,200,200,200
316563,2,30,0,0,2,1,10,5,0,1,0,22,14,0,200,200,2,200,200,200,200
316563,0,30,0,0,2,1,10,5,0,1,0,22,14,0,200,200,1,200,0,200,200
316563,0,30,0,0,2,1,10,5,0,1,0,22,14,0,7,0,0,0,0,200,200
316563,0,30,0,0,2,1,10,5,0,1,0,22,14,0,7,0,0,0,0,200,200
316565,0,30,2,2,2,1,0,5,0,1,0,20,200,0,200,200,6,200,200,200,200
316565,0,30,2,2,2,1,0,5,0,1,0,20,200,0,6,200,0,0,0,200,200
316569,0,30,1,2,2,2,12,5,0,1,0,27,17,2,200,200,1,200,200,200,200
316569,0,30,1,2,2,2,12,5,0,1,0,27,17,0,4,0,0,0,0,200,200
316572,0,55,0,0,2,1,10,3,0,1,0,16,200,0,5,200,3,200,200,200,200
316572,0,55,0,0,2,1,10,3,0,1,0,16,200,0,6,0,0,0,0,200,200
316572,1,55,0,0,2,1,10,3,0,1,0,16,200,1,200,0,200,200,200,200,200
316572,1,55,0,0,2,1,10,3,0,1,0,16,200,0,200,0,200,200,200,200,200
316572,1,55,0,0,2,1,10,3,0,1,0,16,200,0,200,0,200,200,200,200,200
316574,0,30,0,0,2,1,12,3,0,1,0,14,34,0,200,200,2,200,200,200,200
316574,0,30,0,0,2,1,12,3,0,1,0,14,34,1,6,0,0,0,0,200,200
316579,0,30,0,0,2,1,11,2,0,1,0,22,34,0,200,200,2,200,200,200,200
316579,0,30,0,0,2,1,11,2,0,1,0,22,34,0,6,7,0,0,0,200,200
316581,0,15,0,0,2,1,0,7,0,1,200,0,0,0,7,0,200,200,200,200,200
316581,0,15,0,0,2,1,0,7,0,1,200,0,0,0,7,200,200,200,200,200,200
316582,0,30,1,2,2,1,10,1,0,1,0,18,0,2,200,200,200,200,200,200,200
316582,0,30,1,2,2,1,10,1,0,1,0,18,0,1,6,0,12,0,0,200,200
316591,0,30,0,0,2,1,14,5,0,1,0,17,200,0,7,0,1,0,0,200,200
316591,0,30,0,0,2,1,14,5,0,1,0,17,200,1,6,0,0,0,0,200,200
316592,0,25,0,0,2,1,0,5,0,1,0,200,200,1,5,0,200,0,0,200,200
316592,0,25,0,0,2,1,0,5,0,1,0,200,200,0,6,0,0,0,0,200,200
316596,0,30,2,2,2,1,10,5,0,1,0,0,0,0,6,200,200,200,200,200,200
316596,0,30,2,2,2,1,10,5,0,1,0,0,0,1,8,0,0,0,0,200,200
316596,1,30,2,2,2,1,10,5,0,1,0,0,0,1,7,0,200,200,200,200,200
316597,0,20,0,0,2,1,14,2,0,1,200,23,22,2,200,200,7,200,200,200,200
316597,0,20,0,0,2,1,14,2,0,1,200,23,22,1,7,200,0,200,0,200,200
316600,0,30,1,2,2,1,14,5,0,1,0,0,0,0,200,0,200,0,0,200,200
316600,0,30,1,2,2,1,14,5,0,1,0,0,0,1,200,0,200,0,0,200,200
316602,0,30,1,2,2,1,0,5,0,1,0,6,200,0,8,200,0,0,0,200,200
316602,0,30,1,2,2,1,0,5,0,1,0,6,200,0,200,200,5,200,200,200,200
316602,1,30,1,2,2,1,0,5,0,1,0,6,200,1,9,200,200,200,200,200,200
316607,0,30,0,0,2,1,10,3,0,1,0,18,18,0,5,200,200,0,0,200,200
316607,0,30,0,0,2,1,10,3,0,1,0,18,18,0,6,0,200,0,0,200,200
316607,0,30,0,0,2,1,10,3,0,1,0,18,18,0,7,0,200,0,0,200,200
316607,0,30,0,0,2,1,10,3,0,1,0,18,18,1,7,0,200,0,0,200,200
316608,0,30,1,2,2,1,12,5,0,1,0,21,0,0,200,200,4,200,200,200,200
316608,0,30,1,2,2,1,12,5,0,1,0,21,0,0,7,0,0,0,0,200,200
316608,1,30,1,2,2,1,12,5,0,1,0,21,0,0,200,0,200,200,200,200,200
316608,1,30,1,2,2,1,12,5,0,1,0,21,0,1,200,0,200,200,200,200,200
316611,0,30,0,0,2,1,0,6,0,1,0,20,200,0,6,200,6,200,0,200,200
316611,0,30,0,0,2,1,0,6,0,1,0,20,200,1,6,0,0,0,0,200,200
316613,0,30,0,0,2,1,12,5,0,1,0,0,200,0,200,200,12,200,200,200,200
316613,0,30,0,0,2,1,12,5,0,1,0,0,200,1,6,0,0,0,0,200,200
316623,0,35,0,0,2,1,12,6,0,1,0,0,200,1,6,0,200,0,0,200,200
316623,0,35,0,0,2,1,12,6,0,1,0,0,200,0,5,0,200,0,0,200,200
316625,0,30,0,0,2,1,10,6,0,1,0,18,200,0,5,200,3,200,200,200,200
316625,0,30,0,0,2,1,10,6,0,1,0,18,200,0,6,200,0,200,200,200,200
316626,0,30,0,0,2,1,10,5,0,1,0,0,0,1,5,200,200,200,0,200,200
316626,0,30,0,0,2,1,10,5,0,1,0,0,0,1,5,200,0,200,0,200,200
316630,0,30,2,0,2,1,14,2,0,1,0,33,0,0,5,0,1,12,0,200,200
316630,0,30,2,0,2,1,14,2,0,1,0,33,0,1,4,0,0,0,0,200,200
316633,0,10,12,12,2,1,10,7,0,1,0,20,20,0,7,0,2,200,0,200,200
316633,0,10,12,12,2,1,10,7,0,1,0,20,20,0,7,0,0,0,0,200,200
316635,0,30,0,0,2,1,14,5,0,1,0,0,0,2,200,200,1,200,200,200,200
316635,0,30,0,0,2,1,14,5,0,1,0,0,0,0,5,200,0,0,0,200,200
316643,0,30,2,2,2,1,8,12,0,1,0,17,17,2,200,200,1,200,200,200,200
316643,4,30,2,2,2,1,8,12,0,1,0,17,17,0,5,200,12,0,0,200,200
316644,0,35,1,2,2,1,10,5,0,1,0,18,200,0,200,200,1,200,200,200,200
316644,0,35,1,2,2,1,10,5,0,1,0,18,200,0,200,0,0,0,0,200,200
316646,0,30,1,2,2,1,0,5,0,1,0,6,17,0,200,200,5,200,200,200,200
316646,0,30,1,2,2,1,0,5,0,1,0,6,17,1,5,0,0,0,0,200,200
316646,1,30,1,2,2,1,0,5,0,1,0,6,17,1,200,0,200,200,200,200,200
316646,1,30,1,2,2,1,0,5,0,1,0,6,17,1,200,0,200,200,200,200,200
316646,1,30,1,2,2,1,0,5,0,1,0,6,17,0,200,0,200,200,200,200,200
316647,0,30,2,2,2,1,14,2,0,1,0,0,0,1,5,200,1,200,0,200,200
316647,0,30,2,2,2,1,14,2,0,1,0,0,0,1,5,200,200,200,0,200,200
316647,1,30,2,2,2,1,14,2,0,1,0,0,0,1,6,200,200,200,200,200,200
316647,1,30,2,2,2,1,14,2,0,1,0,0,0,1,200,5,200,200,200,200,200
316647,1,30,2,2,2,1,14,2,0,1,0,0,0,0,200,5,200,200,200,200,200
316647,1,30,2,2,2,1,14,2,0,1,0,0,0,200,200,200,200,200,200,200,200
316647,1,30,2,2,2,1,14,2,0,1,0,0,0,1,200,200,200,200,200,200,200
316647,1,30,2,2,2,1,14,2,0,1,0,0,0,1,200,5,200,200,200,200,200
316648,0,30,0,0,2,1,3,5,0,1,0,20,0,1,5,0,6,0,0,200,200
316648,0,30,0,0,2,1,3,5,0,1,0,20,0,1,6,0,0,0,0,200,200
316648,1,30,0,0,2,1,3,5,0,1,0,20,0,1,2,0,200,200,200,200,200
316648,1,30,0,0,2,1,3,5,0,1,0,20,0,1,2,0,200,200,200,200,200
316648,1,30,0,0,2,1,3,5,0,1,0,20,0,0,2,5,200,200,200,200,200
316648,1,30,0,0,2,1,3,5,0,1,0,20,0,1,6,0,200,200,200,200,200
316648,1,30,0,0,2,1,3,5,0,1,0,20,0,1,6,0,200,200,200,200,200
316648,1,30,0,0,2,1,3,5,0,1,0,20,0,0,7,0,200,200,200,200,200
316650,0,30,1,2,2,1,14,2,0,1,0,22,16,0,6,200,2,200,0,200,200
316650,0,30,1,2,2,1,14,2,0,1,0,22,16,1,7,0,12,0,0,200,200
316651,0,10,0,0,2,1,0,7,0,1,0,0,0,0,200,200,1,200,200,200,200
316651,0,10,0,0,2,1,0,7,0,1,0,0,0,1,4,0,12,0,0,200,200
316651,1,10,0,0,2,1,0,7,0,1,0,0,0,0,4,0,200,200,200,200,200
316652,0,30,0,0,200,0,7,0,0,200,200,0,0,2,200,200,200,200,200,200,200
316655,0,30,0,0,2,1,10,5,0,1,0,18,18,0,5,0,1,0,0,200,200
316655,0,30,0,0,2,1,10,5,0,1,0,18,18,1,6,0,0,0,0,200,200
316655,1,30,0,0,2,1,10,5,0,1,0,18,18,0,4,0,200,200,200,200,200
316655,1,30,0,0,2,1,10,5,0,1,0,18,18,1,3,0,200,200,200,200,200
316655,1,30,0,0,2,1,10,5,0,1,0,18,18,0,2,0,200,200,200,200,200
316659,0,30,0,0,2,1,10,3,0,1,200,18,200,1,6,200,3,200,0,200,0
316659,0,30,0,0,2,1,10,3,0,1,200,18,200,0,5,200,0,200,0,200,200
316659,1,30,0,0,2,1,10,3,0,1,200,18,200,0,5,200,200,200,200,200,200
316664,0,30,11,0,2,1,2,5,0,1,0,16,0,2,200,200,200,200,200,200,200
316666,0,30,2,2,2,1,0,2,0,1,0,22,200,0,200,200,2,200,200,200,200
316666,0,30,2,2,2,1,0,2,0,1,0,22,200,1,6,200,0,200,0,200,200
316668,0,30,0,0,2,1,10,5,0,1,0,200,200,0,9,200,0,0,0,200,200
316668,0,30,0,0,2,1,10,5,0,1,0,200,200,0,5,0,0,0,0,200,200
316673,0,30,0,0,2,1,14,5,0,1,0,200,200,0,6,200,200,200,0,200,200
316673,0,30,0,0,2,1,14,5,0,1,0,200,200,0,6,200,0,200,0,200,200
316676,0,35,0,0,2,1,0,2,0,1,0,16,200,1,5,200,6,200,200,200,200
316676,0,35,0,0,2,1,0,2,0,1,0,16,200,0,7,0,0,0,0,200,200
316676,1,35,0,0,2,1,0,2,0,1,0,16,200,0,200,0,200,200,200,200,200
316677,0,30,1,2,2,1,12,2,1,1,0,21,200,0,6,7,4,0,0,200,200
316677,0,30,1,2,2,1,12,2,1,1,0,21,200,0,6,7,0,0,0,200,200
316680,0,30,1,2,2,1,14,5,0,1,0,17,11,0,9,0,1,0,0,200,200
316680,0,30,1,2,2,1,14,5,0,1,0,17,11,0,6,0,12,0,0,200,200
316680,1,30,1,2,2,1,14,5,0,1,0,17,11,0,7,0,200,200,200,200,200
316680,1,30,1,2,2,1,14,5,0,1,0,17,11,1,8,0,200,200,200,200,200
316680,1,30,1,2,2,1,14,5,0,1,0,17,11,0,3,0,200,200,200,200,200
316680,1,30,1,2,2,1,14,5,0,1,0,17,11,1,6,0,200,200,200,200,200
316680,1,30,1,2,2,1,14,5,0,1,0,17,11,1,2,0,200,200,200,200,200
316680,1,30,1,2,2,1,14,5,0,1,0,17,11,0,2,0,200,200,200,200,200
316681,0,30,200,200,200,1,0,2,0,1,200,0,0,0,6,200,200,200,200,200,200
316681,0,30,200,200,200,1,0,2,0,1,200,0,0,1,7,0,200,200,0,200,200
316683,0,30,1,2,1,1,9,5,0,1,0,17,200,0,8,0,1,0,0,200,200
316683,5,30,1,2,1,1,9,5,0,1,0,17,200,1,6,7,0,0,0,200,200
316685,0,30,2,2,2,1,14,5,0,1,0,5,16,1,200,200,1,200,200,200,200
316685,0,30,2,2,2,1,14,5,0,1,0,5,16,1,7,0,0,0,0,200,200
316686,0,30,0,0,2,1,7,5,0,1,0,200,200,0,200,200,0,200,200,200,200
316687,0,30,1,2,1,1,10,2,0,0,0,18,12,0,3,0,3,0,0,200,200
316687,0,30,1,2,1,1,10,2,0,0,0,18,12,0,7,0,0,0,0,200,200
316694,0,0,0,0,2,1,7,7,0,1,200,0,0,1,6,200,10,200,0,200,200
316697,0,30,0,0,2,1,7,6,0,1,0,25,22,0,4,200,13,0,200,200,200
316697,0,30,0,0,2,1,7,6,0,1,0,25,22,0,6,0,12,0,0,200,200
316697,0,30,0,0,2,1,7,6,0,1,0,25,22,0,6,0,12,0,0,200,200
316697,1,30,0,0,2,1,7,6,0,1,0,25,22,0,5,200,200,200,200,200,200
316700,0,30,0,0,2,1,12,5,0,1,0,17,200,0,5,200,1,0,0,200,200
316700,0,30,0,0,2,1,12,5,0,1,0,17,200,1,6,200,200,0,0,200,200
316702,0,30,0,0,2,1,14,5,2,1,0,0,23,1,6,0,7,200,0,200,200
316702,0,30,0,0,2,1,14,5,2,1,0,0,23,0,7,0,200,200,0,200,200
316702,1,30,0,0,2,1,14,5,2,1,0,0,23,1,200,0,200,200,200,200,200
316703,0,30,1,2,2,1,7,5,0,1,0,15,34,0,7,200,8,0,0,200,200
316705,0,30,0,0,0,1,10,5,0,1,0,0,200,0,6,0,3,0,0,200,200
316705,0,30,0,0,0,1,10,5,0,1,0,0,200,1,5,0,0,0,0,200,200
316706,0,30,1,2,0,1,10,2,0,1,0,18,15,1,5,0,3,0,0,200,200
316706,0,30,1,2,0,1,10,2,0,1,0,18,15,0,8,0,0,0,0,200,200
316707,0,30,0,0,2,1,10,5,0,1,0,0,200,2,200,200,200,200,200,200,200
316707,0,30,0,0,2,1,10,5,0,1,0,0,200,1,6,0,200,0,0,200,200
316713,0,30,1,2,0,0,10,6,0,0,0,18,200,0,200,200,3,200,200,200,200
316713,0,30,1,2,0,0,10,6,0,0,0,18,200,1,6,200,0,200,200,200,200
316714,0,30,0,0,2,1,10,5,0,1,0,18,0,1,200,200,3,200,200,200,200
316714,0,30,0,0,2,1,10,5,0,1,0,18,0,1,6,0,12,0,0,200,200
316720,0,30,0,0,0,1,7,5,0,0,0,200,200,0,6,0,0,0,0,200,200
316720,1,30,0,0,0,1,7,5,0,0,0,200,200,0,200,200,200,200,200,200,200
316722,0,30,0,0,2,1,12,5,0,1,0,21,0,1,6,0,4,0,0,200,200
316722,0,30,0,0,2,1,12,5,0,1,0,21,0,0,7,0,0,0,0,200,200
316724,0,30,0,0,2,1,14,5,0,1,0,0,200,0,7,200,0,200,0,200,200
316724,0,30,0,0,2,1,14,5,0,1,0,0,200,0,5,200,200,200,0,200,200
316726,0,30,0,0,2,1,14,3,0,1,0,33,34,1,7,0,1,12,0,200,200
316726,0,30,0,0,2,1,14,3,0,1,0,33,34,0,6,0,200,0,0,200,200
316727,0,30,0,0,2,1,14,2,0,1,0,23,200,0,7,0,7,0,0,200,200
316727,0,30,0,0,2,1,14,2,0,1,0,23,200,1,6,0,0,0,0,200,200
316727,1,30,0,0,2,1,14,2,0,1,0,23,200,1,6,0,200,200,200,200,200
316733,0,30,0,0,2,1,14,5,0,0,0,6,6,1,7,0,1,3,0,200,200
316733,0,30,0,0,2,1,14,5,0,0,0,6,6,1,6,0,0,0,0,200,200
316735,0,30,1,2,2,1,10,2,0,1,200,18,0,0,6,200,3,200,0,200,200
316735,0,30,1,2,2,1,10,2,0,1,200,18,0,0,7,200,12,200,0,200,200
316736,0,30,0,0,2,1,2,2,0,1,0,23,23,1,5,200,0,0,0,200,200
316738,0,30,1,2,2,1,10,5,0,1,0,18,16,1,6,0,3,0,0,200,200
316738,0,30,1,2,2,1,10,5,0,1,0,18,16,1,7,0,0,0,0,200,200
316741,0,30,0,0,2,1,9,3,0,1,0,16,34,0,7,0,1,0,0,200,200
316741,5,30,0,0,2,1,9,3,0,1,0,16,34,1,9,7,200,0,0,200,200
316745,0,30,1,2,2,1,10,5,0,1,200,18,200,1,5,200,3,200,200,200,200
316745,0,30,1,2,2,1,10,5,0,1,200,18,200,1,6,200,0,200,0,200,200
316749,0,30,0,0,2,1,12,5,0,1,0,16,18,0,7,0,1,0,0,200,200
316749,0,30,0,0,2,1,12,5,0,1,0,16,18,0,5,0,0,0,0,200,200
316753,0,30,1,2,2,1,0,2,0,1,0,6,6,0,5,0,5,0,0,200,200
316753,0,30,1,2,2,1,0,2,0,1,0,6,6,1,5,0,0,0,0,200,200
316753,1,30,1,2,2,1,0,2,0,1,0,6,6,0,0,5,200,200,200,200,200
316753,1,30,1,2,2,1,0,2,0,1,0,6,6,1,1,5,200,200,200,200,200
316756,0,30,0,0,0,1,10,2,0,1,0,0,200,1,5,7,0,0,0,200,200
316756,0,30,0,0,0,1,10,2,0,1,0,0,200,1,9,7,0,0,0,200,200
316756,1,30,0,0,0,1,10,2,0,1,0,0,200,0,6,7,200,200,200,200,200
316756,1,30,0,0,0,1,10,2,0,1,0,0,200,1,3,0,200,200,200,200,200
316756,1,30,0,0,0,1,10,2,0,1,0,0,200,1,0,0,200,200,200,200,200
316759,0,30,1,2,1,1,14,5,0,1,0,18,200,1,6,0,3,0,0,200,200
316759,0,30,1,2,1,1,14,5,0,1,0,18,200,0,7,0,0,0,0,200,200
316760,0,30,0,0,1,1,0,2,0,0,0,17,0,0,7,0,1,5,0,200,200
316760,0,30,0,0,1,1,0,2,0,0,0,17,0,0,5,0,0,0,0,200,200
316761,0,20,0,0,0,1,10,2,0,1,200,20,20,0,6,200,6,200,0,200,200
316761,0,20,0,0,0,1,10,2,0,1,200,20,20,0,5,200,0,200,0,200,200
316762,0,30,0,0,2,1,7,5,0,1,0,13,200,0,0,200,12,200,0,200,200
316764,0,30,2,2,2,1,2,5,3,1,0,12,200,0,6,200,200,0,0,200,200
316770,0,30,0,200,2,1,14,0,0,1,200,0,0,1,200,200,200,200,200,200,200
316770,0,30,0,200,2,1,14,0,0,1,200,0,0,0,6,200,200,200,0,200,200
316775,0,30,0,0,2,1,7,5,0,1,0,0,0,2,200,200,200,200,200,200,200
316776,0,30,2,0,2,1,0,5,0,1,0,17,0,0,9,0,1,0,0,200,200
316776,0,30,2,0,2,1,0,5,0,1,0,17,0,0,9,0,0,0,0,200,200
316778,0,30,1,2,0,1,14,5,0,0,0,11,11,0,200,200,0,200,200,200,200
316778,0,30,1,2,0,1,14,5,0,0,0,11,11,0,8,0,0,0,0,200,200
316785,0,30,2,2,2,1,2,2,0,1,200,17,0,0,5,0,0,0,0,200,200
316785,1,30,2,2,2,1,2,2,0,1,200,17,0,0,5,0,200,200,200,200,200
316790,0,20,1,2,2,1,12,2,3,1,0,21,21,0,6,200,4,200,0,200,200
316790,0,20,1,2,2,1,12,2,3,1,0,21,21,1,6,200,0,200,0,200,200
316791,0,30,0,0,2,1,0,5,0,1,0,0,200,1,200,200,200,200,200,200,200
316791,0,30,0,0,2,1,0,5,0,1,0,0,200,0,6,0,0,0,0,200,200
316791,1,30,0,0,2,1,0,5,0,1,0,0,200,0,200,0,200,200,200,200,200
316793,0,30,0,0,2,1,10,3,0,1,0,0,0,0,6,200,200,200,200,200,200
316793,0,30,0,0,2,1,10,3,0,1,0,0,0,0,5,0,0,0,0,200,200
316793,1,30,0,0,2,1,10,3,0,1,0,0,0,1,5,0,200,200,200,200,200
316795,0,30,0,0,2,1,12,5,0,1,0,17,200,0,6,0,1,0,0,200,200
316795,0,30,0,0,2,1,12,5,0,1,0,17,200,0,7,0,0,0,0,200,200
316796,0,30,1,2,2,1,14,5,0,1,0,21,23,0,6,0,4,0,0,200,200
316796,0,30,1,2,2,1,14,5,0,1,0,21,23,0,8,0,12,0,0,200,200
316801,0,30,1,2,2,4,0,12,0,1,0,0,0,0,8,200,200,0,0,200,200
316801,0,30,1,2,2,4,0,12,0,1,0,0,0,1,5,200,200,0,0,200,200
316801,0,30,1,2,2,4,0,12,0,1,0,0,0,0,6,200,0,0,0,200,200
316801,0,30,1,2,2,4,0,12,0,1,0,0,0,1,6,200,0,0,0,200,200
316803,0,5,0,0,2,1,2,7,0,1,0,11,33,1,4,200,12,12,0,200,200
316807,0,30,0,0,2,1,14,5,0,1,0,23,200,1,9,0,7,0,0,200,200
316807,0,30,0,0,2,1,14,5,0,1,0,23,200,0,6,0,0,0,0,200,200
316815,0,30,1,2,2,1,12,2,0,1,0,0,0,1,6,0,200,0,0,200,200
316815,0,30,1,2,2,1,12,2,0,1,0,0,0,1,7,7,12,0,0,200,200
316819,0,15,0,0,2,1,0,6,0,1,0,17,200,0,0,0,1,0,0,200,200
316819,0,15,0,0,2,1,0,6,0,1,0,17,200,0,7,0,0,0,0,200,200
316819,1,15,0,0,2,1,0,6,0,1,0,17,200,0,200,0,200,200,200,200,200
316820,0,30,0,0,1,1,12,5,0,0,0,1,200,0,200,200,0,200,200,200,200
316820,0,30,0,0,1,1,12,5,0,0,0,1,200,1,6,0,0,0,0,200,200
316821,0,30,0,0,2,1,10,5,0,1,200,0,0,1,5,0,200,200,200,200,200
316821,0,30,0,0,2,1,10,5,0,1,200,0,0,1,200,200,200,200,200,200,200
316823,0,25,1,2,1,1,7,5,0,1,0,11,200,1,200,7,200,200,0,200,200
316824,0,30,0,0,2,1,10,5,0,1,0,0,0,0,5,0,200,0,0,200,200
316824,0,30,0,0,2,1,10,5,0,1,0,0,0,1,5,0,0,0,0,200,200
316832,0,30,1,2,0,1,10,5,0,0,0,20,200,0,200,200,6,200,200,200,200
316832,0,30,1,2,0,1,10,5,0,0,0,20,200,0,6,0,0,0,0,200,200
