MOST_SEVERE_INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
2 INJURY
2 INJURY
1 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
3 INJURY
2 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
2 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
2 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
2 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
2 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
2 INJURY
0 INJURY
1 INJURY
0 INJURY
0 INJURY
0 INJURY
1 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
2 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
2 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
2 INJURY
1 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
1 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
1 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
2 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
0 INJURY
3 INJURY
